chr start end strand gene gene_start gene_end gene_strand breadth expression SI promoter
783 scaffold_19 1338266 1338267 - No_gene NA NA NA 2 792 1.44286462811093 scaffold_19_1338266_1338267_-
784 scaffold_19 1398789 1398793 - No_gene NA NA NA 5 1420 -0.862736037667279 scaffold_19_1398789_1398793_-
785 scaffold_19 1404616 1404622 - No_gene NA NA NA 7 1879 0.18347840681856 scaffold_19_1404616_1404622_-
786 scaffold_191 38660 38665 + No_gene NA NA NA 6 2143 -1.90299069242676 scaffold_191_38660_38665_+
787 scaffold_191 148894 148895 + No_gene NA NA NA 2 243 1.31922051927274 scaffold_191_148894_148895_+
788 scaffold_191 179986 179994 + No_gene NA NA NA 9 1458 -1.01814059226116 scaffold_191_179986_179994_+
789 scaffold_191 8304 8307 - No_gene NA NA NA 4 1610 -0.295866624303486 scaffold_191_8304_8307_-
790 scaffold_191 105747 105748 - No_gene NA NA NA 2 1411 0.94263413798035 scaffold_191_105747_105748_-
791 scaffold_191 109180 109193 - No_gene NA NA NA 14 6109 -0.418758814480656 scaffold_191_109180_109193_-
792 scaffold_191 158710 158711 - No_gene NA NA NA 2 829 -0.0416525033023833 scaffold_191_158710_158711_-
793 scaffold_192 152520 152524 - No_gene NA NA NA 5 4363 0.582837393937423 scaffold_192_152520_152524_-
794 scaffold_193 48258 48264 - No_gene NA NA NA 7 1325 -0.134649454745901 scaffold_193_48258_48264_-
795 scaffold_193 58449 58452 - No_gene NA NA NA 4 2260 -0.53753137157184 scaffold_193_58449_58452_-
796 scaffold_193 58479 58485 - No_gene NA NA NA 7 1981 0.115353409712726 scaffold_193_58479_58485_-
797 scaffold_193 68837 68838 - No_gene NA NA NA 2 1355 0.890698049406091 scaffold_193_68837_68838_-
798 scaffold_193 76105 76106 - No_gene NA NA NA 2 478 1.19821022850283 scaffold_193_76105_76106_-
799 scaffold_197 135063 135064 - No_gene NA NA NA 2 792 0.715722326675858 scaffold_197_135063_135064_-
800 scaffold_198 15780 15787 + No_gene NA NA NA 8 4686 0.188868250967206 scaffold_198_15780_15787_+
801 scaffold_198 84027 84028 + No_gene NA NA NA 2 935 0.724817846396851 scaffold_198_84027_84028_+
802 scaffold_198 146111 146112 + No_gene NA NA NA 2 618 0.498243416838039 scaffold_198_146111_146112_+
803 scaffold_199 33629 33632 - No_gene NA NA NA 4 482 -0.228366089065373 scaffold_199_33629_33632_-
804 scaffold_199 123950 123951 - No_gene NA NA NA 2 503 0.953650054478563 scaffold_199_123950_123951_-
805 scaffold_1994 7153 7154 + No_gene NA NA NA 2 575 1.13268769365821 scaffold_1994_7153_7154_+
806 scaffold_2 71365 71366 + No_gene NA NA NA 2 719 0.0412550414253883 scaffold_2_71365_71366_+
807 scaffold_2 127885 127894 + No_gene NA NA NA 10 4777 0.328858167734283 scaffold_2_127885_127894_+
808 scaffold_2 229767 229768 + No_gene NA NA NA 2 1327 -0.12692318181796 scaffold_2_229767_229768_+
809 scaffold_2 541469 541470 + No_gene NA NA NA 2 1508 1.46155984824558 scaffold_2_541469_541470_+
810 scaffold_2 544603 544609 + No_gene NA NA NA 7 1633 -0.176879681260455 scaffold_2_544603_544609_+
811 scaffold_2 562234 562248 + No_gene NA NA NA 15 7894 -1.25052461927294 scaffold_2_562234_562248_+
812 scaffold_2 982912 982913 + No_gene NA NA NA 2 1366 1.29062298236878 scaffold_2_982912_982913_+
813 scaffold_2 1010851 1010852 + No_gene NA NA NA 2 1105 1.28983554335146 scaffold_2_1010851_1010852_+
814 scaffold_2 1053407 1053435 + No_gene NA NA NA 29 1112 -1.7038013253503 scaffold_2_1053407_1053435_+
815 scaffold_2 1067787 1067796 + No_gene NA NA NA 10 1533 -1.18236516014468 scaffold_2_1067787_1067796_+
816 scaffold_2 1132449 1132450 + No_gene NA NA NA 2 1586 0.367232325677795 scaffold_2_1132449_1132450_+
817 scaffold_2 1240589 1240596 + No_gene NA NA NA 8 5030 -0.80471015325193 scaffold_2_1240589_1240596_+
818 scaffold_2 1282631 1282635 + No_gene NA NA NA 5 1584 -0.0814195532719122 scaffold_2_1282631_1282635_+
819 scaffold_2 1468353 1468366 + No_gene NA NA NA 14 1358 -1.04490276920266 scaffold_2_1468353_1468366_+
820 scaffold_2 1514336 1514350 + No_gene NA NA NA 15 2260 -1.7150599401122 scaffold_2_1514336_1514350_+
821 scaffold_2 1525644 1525645 + No_gene NA NA NA 2 541 0.585969812711047 scaffold_2_1525644_1525645_+
822 scaffold_2 1533628 1533645 + No_gene NA NA NA 18 5086 -1.28012913124229 scaffold_2_1533628_1533645_+
823 scaffold_2 1537160 1537161 + No_gene NA NA NA 2 463 0.208622576179962 scaffold_2_1537160_1537161_+
824 scaffold_2 1537201 1537202 + No_gene NA NA NA 2 848 -1.21373336357206 scaffold_2_1537201_1537202_+
825 scaffold_2 2004449 2004453 + No_gene NA NA NA 5 494 0.290560431317976 scaffold_2_2004449_2004453_+
826 scaffold_2 2263582 2263586 + No_gene NA NA NA 5 2438 -0.768618562869821 scaffold_2_2263582_2263586_+
827 scaffold_2 2311424 2311425 + No_gene NA NA NA 2 531 1.03799931476143 scaffold_2_2311424_2311425_+
828 scaffold_2 2402960 2402961 + No_gene NA NA NA 2 1633 0.400812973416269 scaffold_2_2402960_2402961_+
829 scaffold_2 2404559 2404560 + No_gene NA NA NA 2 616 0.920180403754446 scaffold_2_2404559_2404560_+
830 scaffold_2 2406489 2406508 + No_gene NA NA NA 20 1350 -2.70956628244137 scaffold_2_2406489_2406508_+
831 scaffold_2 2536173 2536177 + No_gene NA NA NA 5 790 0.0594841369514563 scaffold_2_2536173_2536177_+
832 scaffold_2 2553233 2553235 + No_gene NA NA NA 3 2627 -0.112951345146326 scaffold_2_2553233_2553235_+
833 scaffold_2 2557003 2557004 + No_gene NA NA NA 2 738 1.20553610754121 scaffold_2_2557003_2557004_+
834 scaffold_2 2560328 2560333 + No_gene NA NA NA 6 2921 0.0333821571325847 scaffold_2_2560328_2560333_+
835 scaffold_2 2685818 2685819 + No_gene NA NA NA 2 713 0.453932693722204 scaffold_2_2685818_2685819_+
836 scaffold_2 2769968 2769978 + No_gene NA NA NA 11 2321 -1.21594069277443 scaffold_2_2769968_2769978_+
837 scaffold_2 2803345 2803352 + No_gene NA NA NA 8 1748 -0.153536064809818 scaffold_2_2803345_2803352_+
838 scaffold_2 2950557 2950558 + No_gene NA NA NA 2 1735 0.491082139301419 scaffold_2_2950557_2950558_+
839 scaffold_2 2989289 2989296 + No_gene NA NA NA 8 535 -0.212565402859008 scaffold_2_2989289_2989296_+
840 scaffold_2 3026556 3026557 + No_gene NA NA NA 2 370 -0.140168426727107 scaffold_2_3026556_3026557_+
841 scaffold_2 3306191 3306205 + No_gene NA NA NA 15 586 -0.585089474704944 scaffold_2_3306191_3306205_+
842 scaffold_2 3351962 3351983 + No_gene NA NA NA 22 13663 -1.44167383975647 scaffold_2_3351962_3351983_+
843 scaffold_2 3354461 3354469 + No_gene NA NA NA 9 2015 -1.05476347506403 scaffold_2_3354461_3354469_+
844 scaffold_2 3430376 3430381 + No_gene NA NA NA 6 943 -0.085813847321317 scaffold_2_3430376_3430381_+
845 scaffold_2 3571288 3571291 + No_gene NA NA NA 4 852 -0.929100359273639 scaffold_2_3571288_3571291_+
846 scaffold_2 3709244 3709245 + No_gene NA NA NA 2 711 0.976444495454465 scaffold_2_3709244_3709245_+
847 scaffold_2 62224 62228 - No_gene NA NA NA 5 4672 0.312798920934304 scaffold_2_62224_62228_-
848 scaffold_2 203368 203374 - No_gene NA NA NA 7 1168 -1.33735794380372 scaffold_2_203368_203374_-
849 scaffold_2 300044 300076 - No_gene NA NA NA 33 3493 -1.00474628369443 scaffold_2_300044_300076_-
850 scaffold_2 300165 300172 - No_gene NA NA NA 8 1622 -0.832275704135283 scaffold_2_300165_300172_-
851 scaffold_2 374582 374583 - No_gene NA NA NA 2 604 -0.470567233470043 scaffold_2_374582_374583_-
852 scaffold_2 505975 505976 - No_gene NA NA NA 2 1590 0.971336306187877 scaffold_2_505975_505976_-
853 scaffold_2 561234 561235 - No_gene NA NA NA 2 1000 0.286158409690025 scaffold_2_561234_561235_-
854 scaffold_2 577468 577474 - No_gene NA NA NA 7 3574 0.0837810810132393 scaffold_2_577468_577474_-
855 scaffold_2 742147 742148 - No_gene NA NA NA 2 1577 1.05777740140339 scaffold_2_742147_742148_-
856 scaffold_2 794588 794589 - No_gene NA NA NA 2 742 0.350974793369069 scaffold_2_794588_794589_-
857 scaffold_2 799171 799219 - No_gene NA NA NA 49 2504 -2.3272127689441 scaffold_2_799171_799219_-
858 scaffold_2 1362548 1362551 - No_gene NA NA NA 4 2857 -0.137658797026001 scaffold_2_1362548_1362551_-
859 scaffold_2 1404346 1404365 - No_gene NA NA NA 20 776 -0.683479343284542 scaffold_2_1404346_1404365_-
860 scaffold_2 1423137 1423138 - No_gene NA NA NA 2 948 0.508793050237728 scaffold_2_1423137_1423138_-
861 scaffold_2 1532578 1532579 - No_gene NA NA NA 2 639 -1.31765414375075 scaffold_2_1532578_1532579_-
862 scaffold_2 1629109 1629110 - No_gene NA NA NA 2 492 1.15184882052329 scaffold_2_1629109_1629110_-
863 scaffold_2 1718586 1718589 - No_gene NA NA NA 4 1691 -0.204187837918126 scaffold_2_1718586_1718589_-
864 scaffold_2 1730659 1730660 - No_gene NA NA NA 2 7436 0.311351116742267 scaffold_2_1730659_1730660_-
865 scaffold_2 1730690 1730700 - No_gene NA NA NA 11 7001 0.595680780005724 scaffold_2_1730690_1730700_-
866 scaffold_2 1737923 1737924 - No_gene NA NA NA 2 1402 0.961340860340209 scaffold_2_1737923_1737924_-
867 scaffold_2 1759765 1759766 - No_gene NA NA NA 2 685 0.136337190499313 scaffold_2_1759765_1759766_-
868 scaffold_2 1760583 1760584 - No_gene NA NA NA 2 947 -0.0192495543752549 scaffold_2_1760583_1760584_-
869 scaffold_2 1760644 1760649 - No_gene NA NA NA 6 583 -1.52241249468784 scaffold_2_1760644_1760649_-
870 scaffold_2 1966624 1966626 - No_gene NA NA NA 3 1643 -0.250858796328161 scaffold_2_1966624_1966626_-
871 scaffold_2 1970764 1970766 - No_gene NA NA NA 3 1640 0.00805864413720059 scaffold_2_1970764_1970766_-
872 scaffold_2 1972106 1972107 - No_gene NA NA NA 2 797 1.0741135170918 scaffold_2_1972106_1972107_-
873 scaffold_2 2039320 2039321 - No_gene NA NA NA 2 610 0.931292159949076 scaffold_2_2039320_2039321_-
874 scaffold_2 2051282 2051283 - No_gene NA NA NA 2 2367 0.991585358957694 scaffold_2_2051282_2051283_-
875 scaffold_2 2062394 2062398 - No_gene NA NA NA 5 2868 0.117235360508317 scaffold_2_2062394_2062398_-
876 scaffold_2 2186083 2186085 - No_gene NA NA NA 3 2339 0.543234616388447 scaffold_2_2186083_2186085_-
877 scaffold_2 2205204 2205263 - No_gene NA NA NA 60 6472 -2.94432479466479 scaffold_2_2205204_2205263_-
878 scaffold_2 2257885 2257889 - No_gene NA NA NA 5 408 -1.00492540456807 scaffold_2_2257885_2257889_-
879 scaffold_2 2260654 2260655 - No_gene NA NA NA 2 1219 0.361090987581135 scaffold_2_2260654_2260655_-
880 scaffold_2 2275376 2275381 - No_gene NA NA NA 6 1480 0.514216030882434 scaffold_2_2275376_2275381_-
881 scaffold_2 2485762 2485763 - No_gene NA NA NA 2 444 0.81466188273834 scaffold_2_2485762_2485763_-
882 scaffold_2 2495579 2495592 - No_gene NA NA NA 14 4150 -0.943760946853863 scaffold_2_2495579_2495592_-
883 scaffold_2 2498892 2498901 - No_gene NA NA NA 10 10389 0.159669441206007 scaffold_2_2498892_2498901_-
884 scaffold_2 2636445 2636449 - No_gene NA NA NA 5 1794 -0.0178627742229631 scaffold_2_2636445_2636449_-
885 scaffold_2 2838790 2838794 - No_gene NA NA NA 5 798 -0.378815678095501 scaffold_2_2838790_2838794_-
886 scaffold_2 3069596 3069600 - No_gene NA NA NA 5 1180 0.684098825939113 scaffold_2_3069596_3069600_-
887 scaffold_2 3104756 3104768 - No_gene NA NA NA 13 1798 -0.384022508528964 scaffold_2_3104756_3104768_-
888 scaffold_2 3252659 3252666 - No_gene NA NA NA 8 2192 -0.267046883162491 scaffold_2_3252659_3252666_-
889 scaffold_2 3340835 3340837 - No_gene NA NA NA 3 1793 0.6265328979586 scaffold_2_3340835_3340837_-
890 scaffold_2 3351654 3351686 - No_gene NA NA NA 33 3384 -2.34991016508098 scaffold_2_3351654_3351686_-
891 scaffold_2 3565663 3565665 - No_gene NA NA NA 3 4119 0.512472774600937 scaffold_2_3565663_3565665_-
892 scaffold_20 237484 237485 + No_gene NA NA NA 2 1020 0.632914967563116 scaffold_20_237484_237485_+
893 scaffold_20 250707 250733 + No_gene NA NA NA 27 6470 -0.75624093443459 scaffold_20_250707_250733_+
894 scaffold_20 467629 467630 + No_gene NA NA NA 2 1723 0.202675597823867 scaffold_20_467629_467630_+
895 scaffold_20 666879 666880 + No_gene NA NA NA 2 1393 -0.844529093306252 scaffold_20_666879_666880_+
896 scaffold_20 870060 870071 + No_gene NA NA NA 12 3263 -1.17520995846438 scaffold_20_870060_870071_+
897 scaffold_20 979202 979203 + No_gene NA NA NA 2 1193 1.48618039014866 scaffold_20_979202_979203_+
898 scaffold_20 1107781 1107788 + No_gene NA NA NA 8 2248 -1.80535640022216 scaffold_20_1107781_1107788_+
899 scaffold_20 1111060 1111063 + No_gene NA NA NA 4 1167 0.0706831610375014 scaffold_20_1111060_1111063_+
900 scaffold_20 1111250 1111252 + No_gene NA NA NA 3 223 0.609281219634008 scaffold_20_1111250_1111252_+
901 scaffold_20 1147176 1147177 + No_gene NA NA NA 2 1117 0.548998426113749 scaffold_20_1147176_1147177_+
902 scaffold_20 1218903 1218904 + No_gene NA NA NA 2 961 -0.121413184445432 scaffold_20_1218903_1218904_+
903 scaffold_20 1238446 1238447 + No_gene NA NA NA 2 278 0.951778590028056 scaffold_20_1238446_1238447_+
904 scaffold_20 1331251 1331252 + No_gene NA NA NA 2 707 0.279361552946743 scaffold_20_1331251_1331252_+
905 scaffold_20 1416445 1416449 + No_gene NA NA NA 5 925 0.121694754164197 scaffold_20_1416445_1416449_+
906 scaffold_20 1418105 1418110 + No_gene NA NA NA 6 1204 -1.66139599165186 scaffold_20_1418105_1418110_+
907 scaffold_20 331394 331413 - No_gene NA NA NA 20 2675 -0.882169778772826 scaffold_20_331394_331413_-
908 scaffold_20 331508 331511 - No_gene NA NA NA 4 1216 -1.38103033902279 scaffold_20_331508_331511_-
909 scaffold_20 394756 394773 - No_gene NA NA NA 18 27359 -0.849323730274397 scaffold_20_394756_394773_-
910 scaffold_20 512971 512975 - No_gene NA NA NA 5 3648 0.491986802537326 scaffold_20_512971_512975_-
911 scaffold_20 513397 513401 - No_gene NA NA NA 5 1364 -0.990532579357733 scaffold_20_513397_513401_-
912 scaffold_20 639916 639917 - No_gene NA NA NA 2 595 0.705024912587676 scaffold_20_639916_639917_-
913 scaffold_20 893110 893115 - No_gene NA NA NA 6 1671 -0.430567805653356 scaffold_20_893110_893115_-
914 scaffold_20 1057173 1057174 - No_gene NA NA NA 2 313 0.72929900825002 scaffold_20_1057173_1057174_-
915 scaffold_20 1313808 1313809 - No_gene NA NA NA 2 482 0.179411794111726 scaffold_20_1313808_1313809_-
916 scaffold_20 1370681 1370682 - No_gene NA NA NA 2 370 0.0933075856706003 scaffold_20_1370681_1370682_-
917 scaffold_20 1411667 1411668 - No_gene NA NA NA 2 276 0.789273527259994 scaffold_20_1411667_1411668_-
918 scaffold_202 132510 132516 + No_gene NA NA NA 7 6544 0.884720101065302 scaffold_202_132510_132516_+
919 scaffold_202 132544 132560 + No_gene NA NA NA 17 18813 -0.392167878414525 scaffold_202_132544_132560_+
920 scaffold_202 132619 132620 + No_gene NA NA NA 2 393 -0.166382276325665 scaffold_202_132619_132620_+
921 scaffold_204 90815 90819 + No_gene NA NA NA 5 1900 -0.0443580622052115 scaffold_204_90815_90819_+
922 scaffold_204 159293 159300 + No_gene NA NA NA 8 5596 0.234692467622836 scaffold_204_159293_159300_+
923 scaffold_206 89709 89710 + No_gene NA NA NA 2 367 1.18161834628707 scaffold_206_89709_89710_+
924 scaffold_206 108047 108048 + No_gene NA NA NA 2 586 1.19867897602132 scaffold_206_108047_108048_+
925 scaffold_206 127348 127349 + No_gene NA NA NA 2 1098 -0.249306375806335 scaffold_206_127348_127349_+
926 scaffold_207 81289 81290 + No_gene NA NA NA 2 526 0.0934653742397127 scaffold_207_81289_81290_+
927 scaffold_207 154780 154784 + No_gene NA NA NA 5 920 -0.111518201497752 scaffold_207_154780_154784_+
928 scaffold_207 41449 41450 - No_gene NA NA NA 2 1348 -1.94156829212986 scaffold_207_41449_41450_-
929 scaffold_207 41484 41501 - No_gene NA NA NA 18 1011 -1.6539650372428 scaffold_207_41484_41501_-
930 scaffold_207 68739 68750 - No_gene NA NA NA 12 680 -0.988319197985142 scaffold_207_68739_68750_-
931 scaffold_207 119966 119970 - No_gene NA NA NA 5 1416 -0.704354841240125 scaffold_207_119966_119970_-
932 scaffold_21 244426 244427 + No_gene NA NA NA 2 377 0.357242427085129 scaffold_21_244426_244427_+
933 scaffold_21 542828 542845 + No_gene NA NA NA 18 1447 -1.04572115042731 scaffold_21_542828_542845_+
934 scaffold_21 724252 724253 + No_gene NA NA NA 2 403 -0.556114343764759 scaffold_21_724252_724253_+
935 scaffold_21 748552 748553 + No_gene NA NA NA 2 486 1.3703580343807 scaffold_21_748552_748553_+
936 scaffold_21 856783 856784 + No_gene NA NA NA 2 584 0.36256200176469 scaffold_21_856783_856784_+
937 scaffold_21 873277 873282 + No_gene NA NA NA 6 3002 0.474475310595996 scaffold_21_873277_873282_+
938 scaffold_21 887752 887753 + No_gene NA NA NA 2 466 0.586888940585699 scaffold_21_887752_887753_+
939 scaffold_21 1035183 1035213 + No_gene NA NA NA 31 2629 -2.03595772254568 scaffold_21_1035183_1035213_+
940 scaffold_21 1183009 1183026 + No_gene NA NA NA 18 2348 -2.14172874891598 scaffold_21_1183009_1183026_+
941 scaffold_21 1237619 1237623 + No_gene NA NA NA 5 689 0.359531667660211 scaffold_21_1237619_1237623_+
942 scaffold_21 1371074 1371116 + No_gene NA NA NA 43 3680 -2.78649933335739 scaffold_21_1371074_1371116_+
943 scaffold_21 1458140 1458144 + No_gene NA NA NA 5 1259 -1.78748541494042 scaffold_21_1458140_1458144_+
944 scaffold_21 1459633 1459635 + No_gene NA NA NA 3 1459 -0.911865482845472 scaffold_21_1459633_1459635_+
945 scaffold_21 369567 369568 - No_gene NA NA NA 2 242 0.685668288433382 scaffold_21_369567_369568_-
946 scaffold_21 511897 511898 - No_gene NA NA NA 2 538 -0.348726431868203 scaffold_21_511897_511898_-
947 scaffold_21 539925 539926 - No_gene NA NA NA 2 2319 0.635567103018713 scaffold_21_539925_539926_-
948 scaffold_21 540009 540010 - No_gene NA NA NA 2 2497 0.997284413225176 scaffold_21_540009_540010_-
949 scaffold_21 553670 553674 - No_gene NA NA NA 5 641 -0.190555397915961 scaffold_21_553670_553674_-
950 scaffold_21 628332 628333 - No_gene NA NA NA 2 4796 -0.987218840903867 scaffold_21_628332_628333_-
951 scaffold_21 628365 628378 - No_gene NA NA NA 14 4778 -1.16494087976609 scaffold_21_628365_628378_-
952 scaffold_21 782300 782304 - No_gene NA NA NA 5 456 0.181582251758379 scaffold_21_782300_782304_-
953 scaffold_21 962594 962595 - No_gene NA NA NA 2 999 -1.12827625897429 scaffold_21_962594_962595_-
954 scaffold_21 962641 962645 - No_gene NA NA NA 5 1123 -0.376278146719594 scaffold_21_962641_962645_-
955 scaffold_21 1259910 1259915 - No_gene NA NA NA 6 4055 -0.550519361661983 scaffold_21_1259910_1259915_-
956 scaffold_21 1291851 1291875 - No_gene NA NA NA 25 2595 -1.69199481639418 scaffold_21_1291851_1291875_-
957 scaffold_21 1418692 1418725 - No_gene NA NA NA 34 2942 -1.92772892220554 scaffold_21_1418692_1418725_-
958 scaffold_21 1424405 1424409 - No_gene NA NA NA 5 3526 0.680926449880283 scaffold_21_1424405_1424409_-
959 scaffold_21 1442426 1442428 - No_gene NA NA NA 3 2453 0.803938641922935 scaffold_21_1442426_1442428_-
960 scaffold_21 1446351 1446358 - No_gene NA NA NA 8 403 -0.395457082554769 scaffold_21_1446351_1446358_-
961 scaffold_21 1448933 1448944 - No_gene NA NA NA 12 1419 -1.81971325264314 scaffold_21_1448933_1448944_-
962 scaffold_210 91344 91357 + No_gene NA NA NA 14 25972 0.394515320000471 scaffold_210_91344_91357_+
963 scaffold_210 123346 123355 + No_gene NA NA NA 10 888 -0.974448456373453 scaffold_210_123346_123355_+
964 scaffold_210 123748 123749 + No_gene NA NA NA 2 697 0.420583008261315 scaffold_210_123748_123749_+
965 scaffold_210 36267 36270 - No_gene NA NA NA 4 1064 -0.291683956194666 scaffold_210_36267_36270_-
966 scaffold_211 79248 79249 + No_gene NA NA NA 2 885 0.17420526534123 scaffold_211_79248_79249_+
967 scaffold_211 88121 88132 + No_gene NA NA NA 12 1155 -0.262907875502632 scaffold_211_88121_88132_+
968 scaffold_211 94974 94977 + No_gene NA NA NA 4 494 -1.07868854902021 scaffold_211_94974_94977_+
969 scaffold_211 95341 95343 + No_gene NA NA NA 3 910 0.253988924200177 scaffold_211_95341_95343_+
970 scaffold_211 38981 38982 - No_gene NA NA NA 2 973 -0.826389800296387 scaffold_211_38981_38982_-
971 scaffold_211 123843 123875 - No_gene NA NA NA 33 2845 -1.97519370513287 scaffold_211_123843_123875_-
