chr start end strand gene gene_start gene_end gene_strand expression
3729 scaffold_19 479325 479330 + JGI_V11_223935 479124 481151 + 5.72852203580657
3731 scaffold_19 491285 491286 + JGI_V11_49564 489098 498171 + 57.8328018335747
3732 scaffold_19 491999 492004 + JGI_V11_49564 489098 498171 + 105.909647190003
3733 scaffold_19 508951 508999 + JGI_V11_210830 508752 510143 + 249.70281678629
3734 scaffold_19 562832 562870 + JGI_V11_302783 562664 564848 + 278.906505275903
3735 scaffold_19 583783 583811 + JGI_V11_302785 583585 585618 + 286.588644514559
3736 scaffold_19 592309 592351 + JGI_V11_317059 592169 595045 + 277.650852082388
3737 scaffold_19 599914 600042 + JGI_V11_317063 600023 605003 + 261.900024663369
3741 scaffold_19 624298 624361 + JGI_V11_302792 624122 626524 + 3608.34547136126
3742 scaffold_19 624598 624606 + JGI_V11_302792 624122 626524 + 93.1269097758882
3743 scaffold_19 633991 634035 + JGI_V11_302793 633791 636136 + 181.339943366087
3744 scaffold_19 634329 634332 + JGI_V11_302793 633791 636136 + 8.34682961832102
3751 scaffold_19 680475 680523 + JGI_V11_210868 680383 682783 + 219.219835483566
3752 scaffold_19 683147 683217 + JGI_V11_317077 683026 686963 + 224.259491449062
3753 scaffold_19 687404 687468 + JGI_V11_302856 687259 690181 + 2333.8722564563
3754 scaffold_19 688103 688193 + JGI_V11_302856 687259 690181 + 151.036115227471
3755 scaffold_19 688536 688537 + JGI_V11_302856 687259 690181 + 26.6920564320662
3756 scaffold_19 688715 688717 + JGI_V11_302856 687259 690181 + 5.28129760104328
3757 scaffold_19 689052 689071 + JGI_V11_302856 687259 690181 + 6.21451099030911
3758 scaffold_19 693757 693792 + JGI_V11_317080 693593 695372 + 135.70720905915
3759 scaffold_19 706526 706555 + JGI_V11_128123 706394 708860 + 65.0003361060008
3760 scaffold_19 710683 710697 + JGI_V11_302859 710578 715175 + 176.582113113079
3763 scaffold_19 842652 842754 + JGI_V11_241712 842593 848022 + 102.784973359621
3764 scaffold_19 1081742 1081774 + JGI_V11_317126 1081580 1083702 + 60.636108480117
3765 scaffold_19 1084838 1084921 + JGI_V11_302813 1084661 1086075 + 212.124135688263
3766 scaffold_19 1089596 1089612 + JGI_V11_195849 1089396 1092705 + 339.744721081454
3768 scaffold_19 1099882 1099887 + JGI_V11_317132 1099762 1102111 + 46.2823168282622
3769 scaffold_19 1101628 1101629 + JGI_V11_317132 1099762 1102111 + 22.1920499406345
3770 scaffold_19 1101820 1101891 + JGI_V11_317132 1099762 1102111 + 28.3363474930827
3770.1 scaffold_19 1101820 1101891 + JGI_V11_317133 1101644 1104295 + 28.3363474930827
3771 scaffold_19 1106087 1106101 + JGI_V11_317135 1104825 1107964 + 129.9246157635
3772 scaffold_19 1112499 1112521 + JGI_V11_230812 1112310 1114745 + 15744.9985106301
3773 scaffold_19 1113147 1113160 + JGI_V11_230812 1112310 1114745 + 130.800880224861
3774 scaffold_19 1113291 1113304 + JGI_V11_230812 1112310 1114745 + 47.1912046614448
3775 scaffold_19 1113429 1113443 + JGI_V11_230812 1112310 1114745 + 5.89307076667243
3776 scaffold_19 1113690 1113693 + JGI_V11_230812 1112310 1114745 + 61.4086264626284
3777 scaffold_19 1113797 1113834 + JGI_V11_230812 1112310 1114745 + 405.74272777122
3778 scaffold_19 1113986 1114128 + JGI_V11_230812 1112310 1114745 + 396.785898450925
3779 scaffold_19 1114267 1114419 + JGI_V11_230812 1112310 1114745 + 332.526253788213
3780 scaffold_19 1117972 1118066 + JGI_V11_49680 1117892 1119115 + 121.593708954998
3783 scaffold_19 1300585 1300630 + JGI_V11_49587 1300420 1301621 + 112.828557662345
3784 scaffold_19 1303470 1303478 + JGI_V11_317161 1303159 1304856 + 395.671777023055
3785 scaffold_19 1303643 1303647 + JGI_V11_317161 1303159 1304856 + 52.0395322560237
3786 scaffold_19 1383997 1384003 + JGI_V11_195921 1383799 1387170 + 46.7747978616303
3787 scaffold_19 1387001 1387058 + JGI_V11_195921 1383799 1387170 + 199.758531071125
3788 scaffold_19 1399050 1399070 + JGI_V11_102038 1398866 1401176 + 12.5907478795375
3789 scaffold_19 3641 3662 - JGI_V11_317004 1595 3730 - 1044.27978167609
3794 scaffold_19 222955 222981 - JGI_V11_302834 218818 223096 - 36.1606307095907
3797 scaffold_19 237538 237684 - JGI_V11_302835 234084 237857 - 569.1493318821
3798 scaffold_19 250631 250706 - JGI_V11_210805 247755 250663 - 340.614147579778
3799 scaffold_19 300403 300436 - JGI_V11_317019 291044 300634 - 257.918760739363
3801 scaffold_19 384168 384178 - JGI_V11_317030 359093 384345 - 367.283872594318
3802 scaffold_19 385168 385204 - JGI_V11_223930 384458 387103 - 119.369138756898
3803 scaffold_19 386853 386947 - JGI_V11_223930 384458 387103 - 117.847996865669
3805 scaffold_19 423175 423248 - JGI_V11_317034 421213 423358 - 229.142665303417
3806 scaffold_19 428008 428041 - JGI_V11_49601 426650 428049 - 88.4892594028818
3808 scaffold_19 449915 450000 - JGI_V11_302845 449396 452273 - 15.3866084295516
3809 scaffold_19 450394 450413 - JGI_V11_302845 449396 452273 - 11.0702278202014
3810 scaffold_19 452158 452163 - JGI_V11_302845 449396 452273 - 784.521899828773
3812 scaffold_19 488485 488551 - JGI_V11_302780 487783 488737 - 106.901535876517
3813 scaffold_19 504834 504895 - JGI_V11_187989 500461 504962 - 158.894622150178
3816 scaffold_19 569881 569950 - JGI_V11_210838 568331 570119 - 394.021635063632
3819 scaffold_19 598924 598950 - JGI_V11_302788 598004 599670 - 53.1249052342879
3820 scaffold_19 599389 599470 - JGI_V11_302788 598004 599670 - 12807.1468895708
3821 scaffold_19 606223 606229 - JGI_V11_223957 604591 606429 - 54.983209999678
3823 scaffold_19 631532 631538 - JGI_V11_317068 628975 631533 - 257.865943016134
3824 scaffold_19 677543 677544 - JGI_V11_101895 667506 677576 - 14.9666147875477
3826 scaffold_19 693293 693344 - JGI_V11_302857 690226 693330 - 263.227699743095
3828 scaffold_19 706304 706336 - JGI_V11_302797 705275 706517 - 102.797193382525
3829 scaffold_19 709220 709233 - JGI_V11_49678 708630 709927 - 39.7131965330113
3830 scaffold_19 709880 709921 - JGI_V11_49678 708630 709927 - 337.255335452783
3831 scaffold_19 842266 842340 - JGI_V11_317092 823020 842473 - 1059.30218751537
3834 scaffold_19 935941 935956 - JGI_V11_195819 931973 936145 - 125.582568464057
3835 scaffold_19 939437 939438 - JGI_V11_302865 936252 939475 - 21.1373844454487
3837 scaffold_19 942910 942981 - JGI_V11_302804 940637 943130 - 1980.97233229718
3838 scaffold_19 945651 945694 - JGI_V11_302866 943006 945822 - 351.816363070683
3839 scaffold_19 947980 948089 - JGI_V11_49603 946623 948156 - 769.395941515709
3840 scaffold_19 967210 967259 - JGI_V11_302806 966326 967460 - 210.528622916503
3841 scaffold_19 1015957 1016112 - JGI_V11_128134 1013988 1016038 - 189.630342298431
3842 scaffold_19 1070607 1070641 - JGI_V11_302807 1069031 1070839 - 195.028408447234
3844 scaffold_19 1076769 1076791 - JGI_V11_36719 1076092 1076828 - 101.444603563246
3846 scaffold_19 1081659 1081674 - JGI_V11_302810 1079890 1081851 - 80.4405310622881
3847 scaffold_19 1099506 1099520 - JGI_V11_210946 1098380 1099692 - 5.15816262194564
3848 scaffold_19 1117899 1117904 - JGI_V11_302875 1114416 1118104 - 54.4169554313336
3849 scaffold_19 1123293 1123327 - JGI_V11_49418 1121894 1123471 - 5.36352983603945
3850 scaffold_19 1143147 1143184 - JGI_V11_230815 1142098 1149866 - 194.020965804966
3851 scaffold_19 1143695 1143705 - JGI_V11_230815 1142098 1149866 - 40.4901576778028
3852 scaffold_19 1145254 1145356 - JGI_V11_230815 1142098 1149866 - 127.74473747309
3853 scaffold_19 1149593 1149724 - JGI_V11_230815 1142098 1149866 - 6139.13242899919
3857 scaffold_19 1234114 1234117 - JGI_V11_302881 1230569 1234291 - 34.6696051575983
3859 scaffold_19 1236766 1236827 - JGI_V11_302820 1235831 1237003 - 516.928300048315
3860 scaffold_19 1238179 1238180 - JGI_V11_302821 1237145 1238384 - 56.5835476018121
3861 scaffold_19 1295802 1295909 - JGI_V11_230818 1294577 1296038 - 1448.78412858952
3862 scaffold_19 1297750 1297751 - JGI_V11_302823 1297152 1299832 - 11.3074509933318
3863 scaffold_19 1298048 1298058 - JGI_V11_302823 1297152 1299832 - 41.8326015567874
3864 scaffold_19 1298209 1298210 - JGI_V11_302823 1297152 1299832 - 5.61893601870799
3865 scaffold_19 1298381 1298555 - JGI_V11_302823 1297152 1299832 - 1232.81882854057
3866 scaffold_19 1299629 1299659 - JGI_V11_302823 1297152 1299832 - 81.4035126083106
3867 scaffold_19 1303320 1303375 - JGI_V11_210994 1301239 1303556 - 303.864941789115
3869 scaffold_19 1342716 1342739 - JGI_V11_302885 1340942 1342930 - 73.4183145632916
3870 scaffold_19 1374734 1374738 - JGI_V11_317166 1356074 1374962 - 5.3573370606113
3871 scaffold_19 1379844 1379875 - JGI_V11_210998 1376517 1380067 - 244.556691539981
3872 scaffold_19 1383920 1383931 - JGI_V11_49574 1383323 1384043 - 186.591591229363
3873 scaffold_19 1393582 1393683 - JGI_V11_302828 1391349 1393862 - 960.383415327727
3875 scaffold_19 1404583 1404622 - JGI_V11_302891 1404572 1407091 - 285.507487294601
3876 scaffold_19 1406884 1406914 - JGI_V11_302891 1404572 1407091 - 12.3842834378683
3878 scaffold_190 78484 78554 - JGI_V11_219114 78425 81532 - 125.782848903917
3879 scaffold_190 81270 81341 - JGI_V11_219114 78425 81532 - 396.883824493501
3880 scaffold_190 87804 87812 - JGI_V11_302897 85862 88011 - 1236.13233957926
3882 scaffold_191 27903 27940 + JGI_V11_229485 26124 27996 + 59.5096864989842
3882.1 scaffold_191 27903 27940 + JGI_V11_302911 27924 31477 + 59.5096864989842
3884 scaffold_191 49932 49993 + JGI_V11_302914 49778 57121 + 236.790547944201
3885 scaffold_191 84267 84370 + JGI_V11_302915 74860 89103 + 149.597351528986
3888 scaffold_191 192233 192277 + JGI_V11_302909 192053 194035 + 71.0845955391253
3893 scaffold_191 112252 112272 - JGI_V11_332423 111353 124819 - 41.0265850003278
3894 scaffold_191 118950 118960 - JGI_V11_332423 111353 124819 - 164.114671590056
3895 scaffold_191 120265 120271 - JGI_V11_332423 111353 124819 - 186.837243513734
3896 scaffold_191 124624 124697 - JGI_V11_332423 111353 124819 - 517.564928896319
3897 scaffold_191 127898 127993 - JGI_V11_219129 125520 128180 - 734.09063674655
3898 scaffold_191 132727 132820 - JGI_V11_332425 128921 132855 - 185.141953408529
3899 scaffold_191 134936 135000 - JGI_V11_302905 133023 135194 - 154.205353671044
3900 scaffold_191 158710 158714 - JGI_V11_302907 158665 159870 - 74.4585561430617
3901 scaffold_191 159675 159689 - JGI_V11_302907 158665 159870 - 175.261507354289
3905 scaffold_192 48618 48634 - JGI_V11_332445 46169 48712 - 206.167389570604
3908 scaffold_193 29687 29728 - JGI_V11_263601 23677 32000 - 104.053025740745
3914 scaffold_197 62243 62250 - JGI_V11_263760 54949 64193 - 159.732043068625
3916 scaffold_197 151334 151338 - JGI_V11_332604 148083 152405 - 11.1566744697865
3920 scaffold_198 95795 95822 - JGI_V11_302941 93493 96010 - 154.468124514317
3921 scaffold_199 42180 42217 + JGI_V11_130409 42081 44350 + 221.02626158296
3924 scaffold_199 49825 49956 - JGI_V11_332624 44481 50092 - 144.065321932056
3925 scaffold_199 72962 72963 - JGI_V11_263832 72725 78967 - 9.10832484817609
3928 scaffold_2 29114 29136 + JGI_V11_310076 29030 32102 + 37.8625877923049
3929 scaffold_2 36413 36501 + JGI_V11_220308 36227 37755 + 237.007103767596
3931 scaffold_2 96480 96496 + JGI_V11_310092 96341 97417 + 2922.10120379913
3932 scaffold_2 96933 96939 + JGI_V11_310092 96341 97417 + 69.9441458849818
3933 scaffold_2 103551 103554 + JGI_V11_40603 97648 104473 + 35.0947932861334
3934 scaffold_2 105816 105869 + JGI_V11_310096 105605 108043 + 358.693078420138
3936 scaffold_2 162491 162493 + JGI_V11_220319 161647 163984 + 85.7647678013296
3937 scaffold_2 186235 186240 + JGI_V11_232829 185282 188327 + 207.157665715559
3938 scaffold_2 203520 203538 + JGI_V11_230133 201131 203592 + 42.5806518477321
3938.1 scaffold_2 203520 203538 + JGI_V11_303102 203394 207741 + 42.5806518477321
3939 scaffold_2 217192 217201 + JGI_V11_232839 217135 225407 + 122.857494881353
3940 scaffold_2 226438 226475 + JGI_V11_220335 226241 229207 + 340.726838647261
3942 scaffold_2 235371 235376 + JGI_V11_94605 234889 236248 + 28.5176532357322
3943 scaffold_2 239058 239060 + JGI_V11_190431 236304 258369 + 64.6387281828238
3944 scaffold_2 249599 249677 + JGI_V11_190431 236304 258369 + 231.816950422205
3945 scaffold_2 252250 252303 + JGI_V11_190431 236304 258369 + 650.757428587476
3946 scaffold_2 252543 252544 + JGI_V11_190431 236304 258369 + 11.4526932906964
3947 scaffold_2 255662 255695 + JGI_V11_190431 236304 258369 + 375.207354663169
3948 scaffold_2 256387 256391 + JGI_V11_190431 236304 258369 + 32.4037700860295
3949 scaffold_2 256679 256683 + JGI_V11_190431 236304 258369 + 13.2153154555599
3950 scaffold_2 257651 257700 + JGI_V11_190431 236304 258369 + 76.9129901064784
3951 scaffold_2 274177 274250 + JGI_V11_205588 273977 275781 + 583.493453663501
3952 scaffold_2 343038 343048 + JGI_V11_310130 342848 344282 + 3327.63692099615
3953 scaffold_2 343181 343185 + JGI_V11_310130 342848 344282 + 99.460716021857
3954 scaffold_2 343340 343345 + JGI_V11_310130 342848 344282 + 5.06753872398273
3955 scaffold_2 343768 343859 + JGI_V11_310130 342848 344282 + 443.566357738875
3956 scaffold_2 388352 388357 + JGI_V11_205604 388151 389826 + 5.15816262194564
3957 scaffold_2 432261 432308 + JGI_V11_230136 432061 433206 + 357.84720864599
3958 scaffold_2 437233 437304 + JGI_V11_303112 437091 441087 + 988.178556026588
3959 scaffold_2 438590 438591 + JGI_V11_303112 437091 441087 + 13.643979014567
3960 scaffold_2 438941 438954 + JGI_V11_303112 437091 441087 + 71.5063286324008
3961 scaffold_2 439475 439491 + JGI_V11_303112 437091 441087 + 5.72852203580657
3962 scaffold_2 442941 442942 + JGI_V11_303113 442139 443594 + 5.28786649459068
3963 scaffold_2 462585 462617 + JGI_V11_1152 462479 464887 + 50.3894365818488
3966 scaffold_2 550405 550440 + JGI_V11_220367 550334 557552 + 256.236119004447
3969 scaffold_2 613854 613935 + JGI_V11_190490 613723 615887 + 218.093474721248
3971 scaffold_2 681131 681138 + JGI_V11_303125 681084 684846 + 108.402809657615
3973 scaffold_2 720298 720306 + JGI_V11_205678 719207 722354 + 365.377244762871
3974 scaffold_2 725707 725741 + JGI_V11_310202 725577 734153 + 151.130715010384
3976 scaffold_2 810024 810122 + JGI_V11_303131 809984 813451 + 370.705535819574
3977 scaffold_2 811375 811378 + JGI_V11_303131 809984 813451 + 34.1958304100773
3978 scaffold_2 824978 824992 + JGI_V11_232979 824924 828446 + 230.616855388164
3979 scaffold_2 828320 828380 + JGI_V11_232979 824924 828446 + 712.546020974884
3979.1 scaffold_2 828320 828380 + JGI_V11_205698 828138 829698 + 712.546020974884
3980 scaffold_2 828918 828920 + JGI_V11_205698 828138 829698 + 5.3573370606113
3981 scaffold_2 829748 829864 + JGI_V11_190546 829604 831622 + 1074.18203210755
3982 scaffold_2 829990 829994 + JGI_V11_190546 829604 831622 + 113.278491486338
3983 scaffold_2 849824 849841 + JGI_V11_303133 849767 853058 + 54.6772106616715
3984 scaffold_2 856279 856280 + JGI_V11_232987 853359 859832 + 16.6205386017387
3985 scaffold_2 884673 884754 + JGI_V11_94742 884582 885884 + 201.950248158482
3986 scaffold_2 939486 939526 + JGI_V11_303137 939407 942607 + 157.827075435347
3987 scaffold_2 957940 957947 + JGI_V11_233011 948145 974308 + 234.930045316548
3990 scaffold_2 1039769 1039775 + JGI_V11_205726 1039584 1041114 + 224.781283220566
3991 scaffold_2 1046968 1047045 + JGI_V11_220418 1046840 1049111 + 989.460681149029
3992 scaffold_2 1050427 1050458 + JGI_V11_303010 1048849 1050435 + 159.440328801666
3992.1 scaffold_2 1050427 1050458 + JGI_V11_233023 1050333 1052291 + 159.440328801666
3993 scaffold_2 1052065 1052072 + JGI_V11_233023 1050333 1052291 + 312.698470583885
3997 scaffold_2 1075322 1075458 + JGI_V11_94765 1075135 1078657 + 178.859140300273
3998 scaffold_2 1076914 1076931 + JGI_V11_94765 1075135 1078657 + 3348.59770067034
3999 scaffold_2 1077494 1077591 + JGI_V11_94765 1075135 1078657 + 19.0141064550624
4000 scaffold_2 1078061 1078064 + JGI_V11_94765 1075135 1078657 + 11.0169663986026
4001 scaffold_2 1082138 1082151 + JGI_V11_205741 1081950 1084627 + 60.1189205911422
4003 scaffold_2 1205074 1205094 + JGI_V11_233049 1192528 1207832 + 605.65759614207
4006 scaffold_2 1289382 1289449 + JGI_V11_303150 1289307 1297147 + 242.555426656011
4007 scaffold_2 1297063 1297160 + JGI_V11_303150 1289307 1297147 + 497.624153085665
4007.1 scaffold_2 1297063 1297160 + JGI_V11_310282 1296909 1299620 + 497.624153085665
4008 scaffold_2 1312527 1312528 + JGI_V11_233069 1304930 1334603 + 53.9386089375976
4009 scaffold_2 1324934 1324948 + JGI_V11_233069 1304930 1334603 + 730.76393581707
4010 scaffold_2 1348459 1348512 + JGI_V11_303155 1348245 1349250 + 666.613430794952
4011 scaffold_2 1349470 1349504 + JGI_V11_310287 1349476 1355796 + 90.2223532902478
4012 scaffold_2 1411168 1411199 + JGI_V11_310298 1398047 1417528 + 16.8984126395597
4013 scaffold_2 1466126 1466129 + JGI_V11_205771 1465963 1468321 + 15.6374061921657
4016 scaffold_2 1515891 1515896 + JGI_V11_220453 1514759 1516531 + 39.5139109813739
4017 scaffold_2 1517069 1517081 + JGI_V11_205778 1516884 1518663 + 55.1601958404104
4020 scaffold_2 1535108 1535115 + JGI_V11_310310 1534760 1535694 + 212.410406345919
4022 scaffold_2 1538773 1538782 + JGI_V11_303163 1538774 1541876 + 144.832545252937
4023 scaffold_2 1543079 1543088 + JGI_V11_303164 1542272 1545590 + 105.646811800597
4024 scaffold_2 1580625 1580643 + JGI_V11_303165 1580431 1581878 + 296.626743049391
4025 scaffold_2 1602518 1602544 + JGI_V11_94846 1602408 1603359 + 97.996361537486
4027 scaffold_2 1606155 1606161 + JGI_V11_40354 1606000 1608928 + 69.0452891156924
4028 scaffold_2 1642190 1642248 + JGI_V11_190647 1642009 1644118 + 143.46655674765
4029 scaffold_2 1692930 1692951 + JGI_V11_190655 1692686 1694581 + 67.786038027321
4030 scaffold_2 1699420 1699493 + JGI_V11_303174 1699221 1701396 + 414.939465622664
4032 scaffold_2 1774331 1774421 + JGI_V11_91862 1774203 1775303 + 109.428557683992
4034 scaffold_2 1989659 1989734 + JGI_V11_220504 1989459 1992211 + 515.280870050121
4035 scaffold_2 1990533 1990535 + JGI_V11_220504 1989459 1992211 + 39.666951722643
4038 scaffold_2 2009562 2009588 + JGI_V11_40824 2004805 2014032 + 136.623893957639
4039 scaffold_2 2011397 2011398 + JGI_V11_40824 2004805 2014032 + 5.83868592111054
4040 scaffold_2 2024850 2024859 + JGI_V11_299717 2024624 2026510 + 5.9235565033246
4041 scaffold_2 2069314 2069408 + JGI_V11_310388 2069213 2072125 + 265.690260629128
4043 scaffold_2 2086583 2086597 + JGI_V11_94929 2086535 2087499 + 5.72852203580657
4044 scaffold_2 2118783 2118784 + JGI_V11_233200 2118417 2121791 + 12.2287691369463
4045 scaffold_2 2205900 2205970 + JGI_V11_220519 2205713 2206730 + 1483.59815558017
4046 scaffold_2 2220918 2220967 + JGI_V11_233221 2218247 2221016 + 375.072076873803
4046.1 scaffold_2 2220918 2220967 + JGI_V11_220521 2220732 2224354 + 375.072076873803
4047 scaffold_2 2226971 2226976 + JGI_V11_220523 2226830 2230184 + 179.631566964825
4049 scaffold_2 2245208 2245238 + JGI_V11_40255 2245196 2247633 + 67.6944443974955
4050 scaffold_2 2248281 2248345 + JGI_V11_230172 2248142 2250631 + 2232.8790786657
4051 scaffold_2 2248863 2248880 + JGI_V11_230172 2248142 2250631 + 5.87434220137654
4052 scaffold_2 2249473 2249475 + JGI_V11_230172 2248142 2250631 + 72.9259096507484
4054 scaffold_2 2280653 2280685 + JGI_V11_233239 2280608 2284163 + 59.1396981626981
