JGI_V11_221545	FBgn0036812	Nufip
JGI_V11_44815	FBgn0040011	Slmap
JGI_V11_222859	FBgn0033309	CG8735
JGI_V11_221455	FBgn0040394	CG16903
JGI_V11_257138	FBgn0039419	CG12290
JGI_V11_126746	FBgn0037680	CG8121
JGI_V11_305870	FBgn0040666	CG12848
JGI_V11_217520	FBgn0028579	phtf
JGI_V11_302399	FBgn0031150	bves
JGI_V11_308091	FBgn0032400	CG6770
JGI_V11_189511	FBgn0031392	AIF
JGI_V11_308097	FBgn0031607	CG15440
JGI_V11_257054	FBgn0041161	blue
JGI_V11_52974	FBgn0265416	Neto
JGI_V11_318220	FBgn0004913	Gnf1
JGI_V11_309949	FBgn0035444	CG12012
JGI_V11_266158	FBgn0027509	TBCD
JGI_V11_265482	FBgn0262508	CG43078
JGI_V11_205191	FBgn0019947	Psn
JGI_V11_303843	FBgn0000617	e(y)1
JGI_V11_205195	FBgn0034001	mRpL41
JGI_V11_308896	FBgn0262869	Gfrl
JGI_V11_315212	FBgn0265189	sud1
JGI_V11_30877	FBgn0004876	cdi
JGI_V11_13685	FBgn0000099	
JGI_V11_324383	FBgn0261258	rgn
JGI_V11_332850	FBgn0003174	pwn
JGI_V11_332859	FBgn0031829	Osm6
JGI_V11_200344	FBgn0053002	mRpL27
JGI_V11_51378	FBgn0002783	mor
JGI_V11_200348	FBgn0033375	CG8078
JGI_V11_303710	FBgn0052982	CG32982
JGI_V11_303716	FBgn0031384	CG4238
JGI_V11_260744	FBgn0033869	Cpr50Cb
JGI_V11_194189	FBgn0022772	Orc1
JGI_V11_190512	FBgn0039210	CG13625
JGI_V11_45778	FBgn0024945	NitFhit
JGI_V11_303197	FBgn0250871	pot
JGI_V11_304939	FBgn0029906	xit
JGI_V11_304938	FBgn0033996	CG11807
JGI_V11_95712	FBgn0264443	CG43861
JGI_V11_39727	FBgn0038402	Fer2
JGI_V11_301413	FBgn0023214	edl
JGI_V11_304932	FBgn0036671	CG9951
JGI_V11_194239	FBgn0032477	CG5287
JGI_V11_304934	FBgn0263604	
JGI_V11_335678	FBgn0020407	asun
JGI_V11_196580	FBgn0030507	CG11164
JGI_V11_49875	FBgn0037566	mRpL1
JGI_V11_49874	FBgn0037372	CG2091
JGI_V11_312311	FBgn0034229	CG4847
JGI_V11_319965	FBgn0041775	tral
JGI_V11_319895	FBgn0038073	CG14395
JGI_V11_106854	FBgn0036291	CG10681
JGI_V11_322900	FBgn0033698	CG8858
JGI_V11_31454	FBgn0052654	Sec16
JGI_V11_232977	FBgn0263072	CG43347
JGI_V11_228533	FBgn0032646	CG6412
JGI_V11_197351	FBgn0264560	garz
JGI_V11_5739	FBgn0032691	Atac2
JGI_V11_239967	FBgn0031040	CG14210
JGI_V11_310328	FBgn0030839	CG5613
JGI_V11_25830	FBgn0264087	Slob
JGI_V11_318416	FBgn0003016	osp
JGI_V11_213657	FBgn0003612	Su(var)2-10
JGI_V11_304732	FBgn0025781	Cdc16
JGI_V11_47122	FBgn0027594	drpr
JGI_V11_300422	FBgn0001341	l(1)1Bi
JGI_V11_202995	FBgn0067628	CG33331
JGI_V11_40502	FBgn0037612	CG8112
JGI_V11_213473	FBgn0034389	Mctp
JGI_V11_323447	FBgn0034797	nahoda
JGI_V11_300393	FBgn0053558	mim
JGI_V11_323579	FBgn0036697	rogdi
JGI_V11_259237	FBgn0263198	Acn
JGI_V11_97958	FBgn0003165	pum
JGI_V11_104548	FBgn0038917	CG6678
JGI_V11_305068	FBgn0030093	Bap111
JGI_V11_231300	FBgn0000077	amx
JGI_V11_305065	FBgn0030406	CG1463
JGI_V11_231309	FBgn0260401	MED9
JGI_V11_221699	FBgn0034971	CG3209
JGI_V11_307517	FBgn0037235	CG1103
JGI_V11_250214	FBgn0038626	CG7691
JGI_V11_49601	FBgn0037185	CG11367
JGI_V11_300326	FBgn0021825	DCTN2-p50
JGI_V11_308980	FBgn0030061	CG1785
JGI_V11_305606	FBgn0020621	Pkn
JGI_V11_305605	FBgn0020621	Pkn
JGI_V11_94386	FBgn0000057	adp
JGI_V11_237228	FBgn0027509	TBCD
JGI_V11_113677	FBgn0033166	Eaf
JGI_V11_220030	FBgn0035532	CG15014
JGI_V11_230231	FBgn0037061	CG12975
JGI_V11_303528	FBgn0035753	RpL18
JGI_V11_304893	FBgn0086710	RpL30
JGI_V11_306000	FBgn0087008	e(y)3
JGI_V11_300952	FBgn0032050	CG13096
JGI_V11_300956	FBgn0027055	CSN3
JGI_V11_300959	FBgn0027496	epsilonCOP
JGI_V11_319661	FBgn0034987	
JGI_V11_242397	FBgn0020300	geko
JGI_V11_222252	FBgn0036534	DCP2
JGI_V11_30197	FBgn0262483	Rbp
JGI_V11_314448	FBgn0030065	CG12075
JGI_V11_314447	FBgn0039767	CG2218
JGI_V11_300656	FBgn0035993	Nf-YA
JGI_V11_299810	FBgn0030435	CG4645
JGI_V11_307352	FBgn0034791	EMC8-9
JGI_V11_307351	FBgn0040493	grsm
JGI_V11_39456	FBgn0031054	Ssu72
JGI_V11_325830	FBgn0035842	CG7504
JGI_V11_325521	FBgn0010113	hdc
JGI_V11_316324	FBgn0265988	mv
JGI_V11_330564	FBgn0021760	chb
JGI_V11_322027	FBgn0039379	CG5886
JGI_V11_34656	FBgn0034528	CG11180
JGI_V11_55188	FBgn0263603	Zn72D
JGI_V11_222870	FBgn0032296	CG6729
JGI_V11_222872	FBgn0032020	CG7787
JGI_V11_259931	FBgn0051660	pog
JGI_V11_221477	FBgn0030641	CG6299
JGI_V11_7593	FBgn0036661	CG9705
JGI_V11_100476	FBgn0031776	CG13993
JGI_V11_221473	FBgn0039066	EloA
JGI_V11_323635	FBgn0030887	CG6867
JGI_V11_213041	FBgn0032699	CG10383
JGI_V11_307720	FBgn0004049	yrt
JGI_V11_100788	FBgn0036000	CG3434
JGI_V11_324013	FBgn0025626	CG4281
JGI_V11_208134	FBgn0032361	CG6488
JGI_V11_323292	FBgn0034703	CG3045
JGI_V11_323297	FBgn0051716	Cnot4
JGI_V11_327607	FBgn0039972	CG17018
JGI_V11_327604	FBgn0034071	CG8405
JGI_V11_321858	FBgn0263593	Lpin
JGI_V11_64795	FBgn0051249	CG31249
JGI_V11_52407	FBgn0027889	ball
JGI_V11_224848	FBgn0262517	Ltn1
JGI_V11_104151	FBgn0085447	sif
JGI_V11_305471	FBgn0035335	mRpL23
JGI_V11_308217	FBgn0039300	RpS27
JGI_V11_65344	FBgn0031702	fusl
JGI_V11_308213	FBgn0037536	CG2698
JGI_V11_24937	FBgn0037720	CG8312
JGI_V11_46406	FBgn0040212	Dhap-at
JGI_V11_309034	FBgn0260960	Baldspot
JGI_V11_303735	FBgn0028500	Rich
JGI_V11_303737	FBgn0010340	140up
JGI_V11_309039	FBgn0026479	Drp1
JGI_V11_201819	FBgn0035802	CG33275
JGI_V11_301590	FBgn0039301	Nup37
JGI_V11_198891	FBgn0033029	Not3
JGI_V11_42230	FBgn0003392	shi
JGI_V11_300180	FBgn0028841	jhamt
JGI_V11_97351	FBgn0032671	CG7200
JGI_V11_323030	FBgn0038584	mTerf5
JGI_V11_200491	FBgn0263392	Tet
JGI_V11_99137	FBgn0026160	tna
JGI_V11_128218	FBgn0053977	CG33977
JGI_V11_7359	FBgn0034726	Mes4
JGI_V11_305297	FBgn0039977	CG17454
JGI_V11_321295	FBgn0000028	acj6
JGI_V11_62978	FBgn0034315	CG5721
JGI_V11_308236	FBgn0038220	CG12207
JGI_V11_313493	FBgn0046247	CG5938
JGI_V11_302021	FBgn0033921	tej
JGI_V11_223934	FBgn0036258	CG5642
JGI_V11_306558	FBgn0039014	
JGI_V11_302120	FBgn0037684	CG8129
JGI_V11_302128	FBgn0038325	Atg4b
JGI_V11_327846	FBgn0027507	CG1344
JGI_V11_221739	FBgn0041100	park
JGI_V11_322503	FBgn0051151	wge
JGI_V11_322505	FBgn0033350	CG8237
JGI_V11_230004	FBgn0026077	Gasp
JGI_V11_24493	FBgn0032515	loqs
JGI_V11_62022	FBgn0035473	mge
JGI_V11_62020	FBgn0032054	CG13090
JGI_V11_34463	FBgn0030995	CG7914
JGI_V11_330228	FBgn0004878	cas
JGI_V11_5758	FBgn0039089	beat-IV
JGI_V11_56960	FBgn0250791	alphaSnap
JGI_V11_308697	FBgn0037659	Kdm2
JGI_V11_328636	FBgn0040234	c12.2
JGI_V11_304028	FBgn0039830	ATPsynC
JGI_V11_216884	FBgn0032961	CG1416
JGI_V11_304718	FBgn0050394	CG30394
JGI_V11_304713	FBgn0264672	Eogt
JGI_V11_304712	FBgn0021906	RFeSP
JGI_V11_304710	FBgn0030805	wus
JGI_V11_51691	FBgn0015396	jumu
JGI_V11_262530	FBgn0259211	grh
JGI_V11_308179	FBgn0034262	swi2
JGI_V11_326077	FBgn0026417	Hus1-like
JGI_V11_308176	FBgn0037529	mRpS9
JGI_V11_66136	FBgn0038862	Usp8
JGI_V11_196022	FBgn0260795	NaPi-III
JGI_V11_221137	FBgn0031764	CG9107
JGI_V11_50945	FBgn0024362	CG11412
JGI_V11_100649	FBgn0058191	CG40191
JGI_V11_228773	FBgn0034300	CG5098
JGI_V11_93993	FBgn0032705	Grip71
JGI_V11_59746	FBgn0033194	Vps13
JGI_V11_93995	FBgn0031310	Vps29
JGI_V11_305042	FBgn0035704	CG10144
JGI_V11_65757	FBgn0261086	Syt14
JGI_V11_306459	FBgn0038467	AdSL
JGI_V11_305626	FBgn0052138	
JGI_V11_17683	FBgn0004574	Rop
JGI_V11_307786	FBgn0052441	CG32441
JGI_V11_11736	FBgn0024360	CG11418
JGI_V11_43629	FBgn0050338	CG30338
JGI_V11_5114	FBgn0035983	CG4080
JGI_V11_96817	FBgn0020392	Nmt
JGI_V11_231989	FBgn0027657	glob1
JGI_V11_97873	FBgn0034622	CG15666
JGI_V11_235532	FBgn0037526	CG10092
JGI_V11_53873	FBgn0053147	Hs3st-A
JGI_V11_438	FBgn0262593	Shab
JGI_V11_303503	FBgn0031904	CG5149
JGI_V11_48286	FBgn0031374	CG7337
JGI_V11_306029	FBgn0035348	CG16758
JGI_V11_207722	FBgn0003557	Su(dx)
JGI_V11_252532	FBgn0263400	CG43446
JGI_V11_304872	FBgn0036509	CG7739
JGI_V11_210344	FBgn0032725	Nedd8
JGI_V11_210830	FBgn0033810	CG4646
JGI_V11_198826	FBgn0032600	BuGZ
JGI_V11_300978	FBgn0039177	CG13611
JGI_V11_311417	FBgn0260991	Incenp
JGI_V11_311415	FBgn0003867	tsl
JGI_V11_300973	FBgn0035436	CG12016
JGI_V11_300972	FBgn0027574	CG5815
JGI_V11_300977	FBgn0039902	Zip102B
JGI_V11_243398	FBgn0030311	CG11699
JGI_V11_301624	FBgn0039709	Cad99C
JGI_V11_58922	FBgn0026056	Rlip
JGI_V11_231562	FBgn0032261	CG6094
JGI_V11_231561	FBgn0036557	mRpS31
JGI_V11_59467	FBgn0030745	CG4239
JGI_V11_307378	FBgn0261004	asl
JGI_V11_336955	FBgn0010905	Spn
JGI_V11_231691	FBgn0043842	
JGI_V11_318593	FBgn0039836	CG1750
JGI_V11_318599	FBgn0030330	Tango10
JGI_V11_225802	FBgn0037758	CG9467
JGI_V11_215335	FBgn0003116	pn
JGI_V11_313114	FBgn0039751	CG1983
JGI_V11_47624	FBgn0003965	v
JGI_V11_319425	FBgn0031571	bark
JGI_V11_305830	FBgn0000259	CkIIbeta
JGI_V11_213023	FBgn0017550	Rga
JGI_V11_300107	FBgn0038855	CG5745
JGI_V11_303041	FBgn0035140	CG17180
JGI_V11_309902	FBgn0032666	CG5758
JGI_V11_66856	FBgn0035964	Dhpr
JGI_V11_228988	FBgn0031061	CG14232
JGI_V11_300104	FBgn0029113	Uba2
JGI_V11_299861	FBgn0038425	CG14881
JGI_V11_299865	FBgn0011297	l(2)not
JGI_V11_92909	FBgn0050476	ave
JGI_V11_114746	FBgn0033564	Pex6
JGI_V11_93055	FBgn0038275	CG3817
JGI_V11_51222	FBgn0265194	Trpm
JGI_V11_303088	FBgn0039130	CG5854
JGI_V11_306569	FBgn0036018	CG3335
JGI_V11_229000	FBgn0037345	rev7
JGI_V11_304054	FBgn0036335	mRpL20
JGI_V11_304059	FBgn0039302	Nup358
JGI_V11_301020	FBgn0031186	
JGI_V11_304960	FBgn0003268	rod
JGI_V11_300212	FBgn0029897	RpL17
JGI_V11_308231	FBgn0083978	CG17672
JGI_V11_303888	FBgn0036828	CG6841
JGI_V11_308237	FBgn0030768	CG9723
JGI_V11_46173	FBgn0032860	CG15130
JGI_V11_308239	FBgn0039639	CG14512
JGI_V11_303885	FBgn0024364	CG11417
JGI_V11_253206	FBgn0037808	
JGI_V11_98359	FBgn0000307	chif
JGI_V11_200305	FBgn0030700	CG15914
JGI_V11_303881	FBgn0035589	CHMP2B
JGI_V11_309019	FBgn0037087	CG7519
JGI_V11_221611	FBgn0039270	PQBP1
JGI_V11_306900	FBgn0035951	CG5068
JGI_V11_259009	FBgn0033645	CG13196
JGI_V11_191648	FBgn0030613	Rab3-GEF
JGI_V11_195083	FBgn0004587	B52
JGI_V11_236611	FBgn0033869	Cpr50Cb
JGI_V11_236612	FBgn0033869	Cpr50Cb
JGI_V11_265287	FBgn0030854	CG8289
JGI_V11_301277	FBgn0037638	CG8379
JGI_V11_304299	FBgn0036643	Syx8
JGI_V11_45152	FBgn0030605	ND-B18
JGI_V11_46822	FBgn0027568	Cand1
JGI_V11_49839	FBgn0029801	CG15771
JGI_V11_112196	FBgn0036317	CG10948
JGI_V11_309046	FBgn0261673	nemy
JGI_V11_315618	FBgn0010350	CdsA
JGI_V11_202746	FBgn0010482	l(2)01289
JGI_V11_197724	FBgn0031773	Fbw5
JGI_V11_214164	FBgn0028538	Sec71
JGI_V11_30453	FBgn0035106	rno
JGI_V11_238610	FBgn0039731	Sas-6
JGI_V11_328341	FBgn0033929	Tfb1
JGI_V11_229114	FBgn0037102	CRIF
JGI_V11_229111	FBgn0037344	CG2926
JGI_V11_332621	FBgn0265598	Bx
JGI_V11_188272	FBgn0031217	CG11377
JGI_V11_321206	FBgn0038571	CG7215
JGI_V11_97975	FBgn0039282	Bili
JGI_V11_304347	FBgn0024909	Taf7
JGI_V11_193130	FBgn0035715	CG10103
JGI_V11_306350	FBgn0264694	mgr
JGI_V11_47165	FBgn0031820	Daxx
JGI_V11_47164	FBgn0011818	oaf
JGI_V11_23898	FBgn0011582	Dop1R1
JGI_V11_304835	FBgn0033341	MrgBP
JGI_V11_109625	FBgn0033608	CG13220
JGI_V11_306681	FBgn0030582	CG14411
JGI_V11_109621	FBgn0029898	CG14439
JGI_V11_306688	FBgn0037313	CG1161
JGI_V11_111503	FBgn0033869	Cpr50Cb
JGI_V11_305344	FBgn0031635	tank
JGI_V11_249385	FBgn0029664	CG10802
JGI_V11_314719	FBgn0037540	Pbp95
JGI_V11_100339	FBgn0033869	Cpr50Cb
JGI_V11_305021	FBgn0024332	Mcm3
JGI_V11_231343	FBgn0039303	CG11857
JGI_V11_12194	FBgn0036621	roq
JGI_V11_328941	FBgn0035111	CG16940
JGI_V11_307555	FBgn0000308	chic
JGI_V11_336203	FBgn0000182	BicC
JGI_V11_303225	FBgn0030798	CG13003
JGI_V11_323464	FBgn0038626	CG7691
JGI_V11_302699	FBgn0016762	angel
JGI_V11_21791	FBgn0067864	Patj
JGI_V11_310102	FBgn0039804	CG15544
JGI_V11_192619	FBgn0031036	CG14220
JGI_V11_311226	FBgn0052251	Claspin
JGI_V11_62540	FBgn0037153	olf413
JGI_V11_105670	FBgn0052311	zormin
JGI_V11_220513	FBgn0086371	poly
JGI_V11_236286	FBgn0037976	Tk
JGI_V11_309463	FBgn0000542	ec
JGI_V11_116084	FBgn0039743	CG7946
JGI_V11_63495	FBgn0011227	ox
JGI_V11_254408	FBgn0033358	CG8216
JGI_V11_251696	FBgn0032083	CG9541
JGI_V11_303646	FBgn0011586	e(r)
JGI_V11_206558	FBgn0029887	CG3198
JGI_V11_48516	FBgn0039045	CG17119
JGI_V11_267119	FBgn0263400	CG43446
JGI_V11_194355	FBgn0023542	Nmd3
JGI_V11_304854	FBgn0038499	Brf
JGI_V11_230177	FBgn0026192	par-6
JGI_V11_317377	FBgn0014037	Su(Tpl)
JGI_V11_317378	FBgn0014037	Su(Tpl)
JGI_V11_99673	FBgn0261836	Msp300
JGI_V11_52448	FBgn0015838	Vang
JGI_V11_18244	FBgn0011305	Rsf1
JGI_V11_59440	FBgn0045073	Stim
JGI_V11_331383	FBgn0036772	CG5290
JGI_V11_222838	FBgn0030305	CG1749
JGI_V11_252113	FBgn0033183	CG1620
JGI_V11_305817	FBgn0038893	CG6353
JGI_V11_302849	FBgn0036301	CG4069
JGI_V11_305819	FBgn0051223	CG31223
JGI_V11_313136	FBgn0013733	shot
JGI_V11_319191	FBgn0086911	
JGI_V11_313132	FBgn0030090	fend
JGI_V11_28314	FBgn0031188	CG14613
JGI_V11_315194	FBgn0036850	Gem2
JGI_V11_327399	FBgn0003082	phr
JGI_V11_315199	FBgn0037779	CG12811
JGI_V11_307767	FBgn0021895	ytr
JGI_V11_230644	FBgn0036921	RhoGDI
JGI_V11_299803	FBgn0035944	CG5021
JGI_V11_299806	FBgn0039305	CG11858
JGI_V11_96224	FBgn0035338	
JGI_V11_299808	FBgn0033017	CG10465
JGI_V11_201676	FBgn0028932	CG16890
JGI_V11_56146	FBgn0016756	Usp47
JGI_V11_301729	FBgn0035046	ND-19
JGI_V11_222995	FBgn0003475	spir
JGI_V11_230646	FBgn0039259	CG11781
JGI_V11_58164	FBgn0027873	Cpsf100
JGI_V11_220747	FBgn0029133	REG
JGI_V11_232727	FBgn0014388	sty
JGI_V11_306542	FBgn0039942	CG17163
JGI_V11_223280	FBgn0016081	fry
JGI_V11_307190	FBgn0032882	Ns4
JGI_V11_205172	FBgn0022069	Nnp-1
JGI_V11_202397	FBgn0034364	CG5493
JGI_V11_98337	FBgn0035388	CG2162
JGI_V11_308250	FBgn0010741	l(3)01239
JGI_V11_324888	FBgn0035586	CG10671
JGI_V11_320788	FBgn0263400	CG43446
JGI_V11_328200	FBgn0036386	CG8833
JGI_V11_99313	FBgn0050467	CG30467
JGI_V11_223051	FBgn0039135	CG13603
JGI_V11_231081	FBgn0039359	RpL27
JGI_V11_311991	FBgn0038673	CG14286
JGI_V11_300820	FBgn0040319	Gclc
JGI_V11_198312	FBgn0014075	Ugt
JGI_V11_328060	FBgn0035308	CG15822
JGI_V11_50104	FBgn0024273	WASp
JGI_V11_309788	FBgn0040634	CG4186
JGI_V11_301167	FBgn0031263	Tspo
JGI_V11_61547	FBgn0033054	CG14591
JGI_V11_303770	FBgn0053169	CG33169
JGI_V11_226104	FBgn0052438	SMC5
JGI_V11_274788	FBgn0029834	CG5937
JGI_V11_48184	FBgn0001941	ifc
JGI_V11_4499	FBgn0039932	fuss
JGI_V11_317123	FBgn0052736	CG32736
JGI_V11_329332	FBgn0026378	Rep
JGI_V11_112971	FBgn0038772	mdlc
JGI_V11_313818	FBgn0260866	dnr1
JGI_V11_300574	FBgn0067102	GlcT-1
JGI_V11_108802	FBgn0031275	GABA-B-R3
JGI_V11_40018	FBgn0261612	CngA
JGI_V11_332604	FBgn0027598	cindr
JGI_V11_311910	FBgn0036520	CG13449
JGI_V11_40721	FBgn0031535	CG12795
JGI_V11_242162	FBgn0024273	WASp
JGI_V11_109004	FBgn0033556	CG12343
JGI_V11_306376	FBgn0039269	veli
JGI_V11_306373	FBgn0250862	CG42237
JGI_V11_306379	FBgn0037544	CG11035
JGI_V11_213639	FBgn0038653	CG18208
JGI_V11_303223	FBgn0029756	CG3309
JGI_V11_213631	FBgn0032015	Ostgamma
JGI_V11_59053	FBgn0024236	foi
JGI_V11_216229	FBgn0050122	CG30122
JGI_V11_301873	FBgn0035760	CG8607
JGI_V11_267127	FBgn0037202	Ssl1
JGI_V11_301877	FBgn0261380	mRpL37
JGI_V11_301876	FBgn0040907	mRpL33
JGI_V11_217067	FBgn0036147	Plod
JGI_V11_306759	FBgn0066114	GlcAT-I
JGI_V11_221352	FBgn0030676	CG12379
JGI_V11_51380	FBgn0265194	Trpm
JGI_V11_318384	FBgn0053995	CG33995
JGI_V11_209727	FBgn0262732	mbf1
JGI_V11_221684	FBgn0026401	Nipped-B
JGI_V11_52875	FBgn0034345	CG5174
JGI_V11_304201	FBgn0044511	mRpS21
JGI_V11_304205	FBgn0038929	CG13408
JGI_V11_240841	FBgn0031377	CG15356
JGI_V11_188726	FBgn0029714	CG3527
JGI_V11_223195	FBgn0032168	CG13126
JGI_V11_301437	FBgn0000454	Dip-B
JGI_V11_305007	FBgn0032407	Pex19
JGI_V11_305551	FBgn0260468	CG7950
JGI_V11_49450	FBgn0085397	Fili
JGI_V11_215796	FBgn0029833	MCTS1
JGI_V11_201447	FBgn0259824	Hip14
JGI_V11_98470	FBgn0004837	Su(H)
JGI_V11_309103	FBgn0036184	PCID2
JGI_V11_46320	FBgn0027951	MTA1-like
JGI_V11_60299	FBgn0033210	U2A
JGI_V11_207615	FBgn0004868	Gdi
JGI_V11_220555	FBgn0038582	CG7988
JGI_V11_19892	FBgn0004573	5-HT7
JGI_V11_44591	FBgn0028509	CenG1A
JGI_V11_44590	FBgn0025456	CREG
JGI_V11_53387	FBgn0064766	CG7600
JGI_V11_254420	FBgn0032479	CG16974
JGI_V11_102922	FBgn0034181	CG8963
JGI_V11_301270	FBgn0037305	CG12173
JGI_V11_46633	FBgn0261561	CG42675
JGI_V11_46638	FBgn0261611	CG42700
JGI_V11_45672	FBgn0031314	IntS14
JGI_V11_304832	FBgn0031639	mRpS2
JGI_V11_304833	FBgn0031603	CG15432
JGI_V11_304831	FBgn0085257	CG34228
JGI_V11_222125	FBgn0037109	MED1
JGI_V11_231808	FBgn0022943	Cbp20
JGI_V11_314711	FBgn0052264	CG32264
JGI_V11_317359	FBgn0034987	
JGI_V11_42139	FBgn0003513	ss
JGI_V11_232498	FBgn0261451	
JGI_V11_46385	FBgn0040384	CG32795
JGI_V11_301666	FBgn0028426	JhI-1
JGI_V11_107725	FBgn0038108	CG7518
JGI_V11_307333	FBgn0039770	CG15537
JGI_V11_307848	FBgn0003346	RanGAP
JGI_V11_187750	FBgn0037683	CG18473
JGI_V11_322013	FBgn0003334	Scm
JGI_V11_299532	FBgn0027491	Cdk5alpha
JGI_V11_224649	FBgn0035872	CG7185
JGI_V11_209917	FBgn0259678	sqa
JGI_V11_303248	FBgn0003464	sol
JGI_V11_302864	FBgn0011205	fbl
JGI_V11_310490	FBgn0029167	Hml
JGI_V11_306071	FBgn0038248	CG7886
JGI_V11_249084	FBgn0032683	kon
JGI_V11_8488	FBgn0032732	CG15168
JGI_V11_300644	FBgn0264895	RapGAP1
JGI_V11_300640	FBgn0030669	CG9240
JGI_V11_299538	FBgn0000662	fl(2)d
JGI_V11_230652	FBgn0261596	RpS24
JGI_V11_225665	FBgn0031070	CG12702
JGI_V11_259955	FBgn0053557	CG33557
