chr start end strand gene gene_start gene_end gene_strand expression promoter
4028 scaffold_2 1642190 1642248 + JGI_V11_190647 1641809 1644318 + 143.46655674765 scaffold_123_44450_47235_+
4029 scaffold_2 1692930 1692951 + JGI_V11_190655 1692486 1694781 + 67.786038027321 scaffold_123_46514_48616_+
4030 scaffold_2 1699420 1699493 + JGI_V11_303174 1699021 1701596 + 414.939465622664 scaffold_123_48177_49827_+
4031 scaffold_2 1770604 1770641 + JGI_V11_303176 1770543 1773929 + 131.063741473522 scaffold_123_50770_54983_+
4032 scaffold_2 1774331 1774421 + JGI_V11_91862 1774003 1775503 + 109.428557683992 scaffold_123_54742_56559_-
4034 scaffold_2 1989659 1989734 + JGI_V11_220504 1989259 1992411 + 515.280870050121 scaffold_123_57309_58880_-
4035 scaffold_2 1990533 1990535 + JGI_V11_220504 1989259 1992411 + 39.666951722643 scaffold_123_59877_61225_-
4038 scaffold_2 2009562 2009588 + JGI_V11_40824 2004605 2014232 + 136.623893957639 scaffold_123_65264_67824_-
4039 scaffold_2 2011397 2011398 + JGI_V11_40824 2004605 2014232 + 5.83868592111054 scaffold_123_67577_68642_+
4040 scaffold_2 2024850 2024859 + JGI_V11_299717 2024424 2026710 + 5.9235565033246 scaffold_123_68331_69748_-
4041 scaffold_2 2069314 2069408 + JGI_V11_310388 2069013 2072325 + 265.690260629128 scaffold_123_68951_70536_-
4043 scaffold_2 2086583 2086597 + JGI_V11_94929 2086335 2087699 + 5.72852203580657 scaffold_123_72350_73807_+
4044 scaffold_2 2118783 2118784 + JGI_V11_233200 2118217 2121991 + 12.2287691369463 scaffold_123_74450_76078_-
4045 scaffold_2 2205900 2205970 + JGI_V11_220519 2205513 2206930 + 1483.59815558017 scaffold_123_75432_76952_-
4046 scaffold_2 2220918 2220967 + JGI_V11_233221 2218047 2221216 + 375.072076873803 scaffold_123_76916_79204_-
4046.1 scaffold_2 2220918 2220967 + JGI_V11_220521 2220532 2224554 + 375.072076873803 scaffold_123_76916_79204_-
4047 scaffold_2 2226971 2226976 + JGI_V11_220523 2226630 2230384 + 179.631566964825 scaffold_123_79778_80986_+
4049 scaffold_2 2245208 2245238 + JGI_V11_40255 2244996 2247833 + 67.6944443974955 scaffold_123_83524_85332_-
4050 scaffold_2 2248281 2248345 + JGI_V11_230172 2247942 2250831 + 2232.8790786657 scaffold_123_85571_87834_-
4051 scaffold_2 2248863 2248880 + JGI_V11_230172 2247942 2250831 + 5.87434220137654 scaffold_123_89202_90533_-
4052 scaffold_2 2249473 2249475 + JGI_V11_230172 2247942 2250831 + 72.9259096507484 scaffold_123_91099_94979_+
4054 scaffold_2 2280653 2280685 + JGI_V11_233239 2280408 2284363 + 59.1396981626981 scaffold_123_97400_111270_-
4055 scaffold_2 2287174 2287187 + JGI_V11_233242 2284589 2295019 + 27.8238456465055 scaffold_123_121161_123808_+
4056 scaffold_2 2293217 2293250 + JGI_V11_233242 2284589 2295019 + 143.15071899474 scaffold_123_134284_154054_-
4061 scaffold_2 2414622 2414623 + JGI_V11_94977 2409215 2419257 + 21.7908161024097 scaffold_123_264145_277459_+
4062 scaffold_2 2417845 2417850 + JGI_V11_94977 2409215 2419257 + 6.60983311823835 scaffold_123_276750_279395_+
4063 scaffold_2 2462126 2462179 + JGI_V11_230174 2461757 2464378 + 26000.9153843133 scaffold_123_315317_343544_+
4064 scaffold_2 2462342 2462392 + JGI_V11_230174 2461757 2464378 + 2474.91528293838 scaffold_123_353544_359558_+
4065 scaffold_2 2462709 2462723 + JGI_V11_230174 2461757 2464378 + 129.750214552058 scaffold_12305_-276_1247_+
4066 scaffold_2 2462867 2462994 + JGI_V11_230174 2461757 2464378 + 759.007624145974 scaffold_12308_59_1373_-
4067 scaffold_2 2463110 2463114 + JGI_V11_230174 2461757 2464378 + 5.17770260928671 scaffold_1231_6611_10468_+
4068 scaffold_2 2504592 2504771 + JGI_V11_303199 2504356 2511138 + 1320.44187054621 scaffold_12316_-373_1315_+
4069 scaffold_2 2517217 2517273 + JGI_V11_310443 2516944 2527096 + 132.016705056699 scaffold_1232_-381_7505_+
4070 scaffold_2 2520579 2520593 + JGI_V11_310443 2516944 2527096 + 12.3564722282806 scaffold_1232_6871_10276_-
4071 scaffold_2 2520720 2520804 + JGI_V11_310443 2516944 2527096 + 1147.81167632088 scaffold_12322_-242_1464_+
4077 scaffold_2 2580553 2580573 + JGI_V11_95004 2574968 2580622 + 164.36032930619 scaffold_1236_-87_4610_-
4077.1 scaffold_2 2580553 2580573 + JGI_V11_95005 2580265 2583782 + 164.36032930619 scaffold_1236_-87_4610_-
4079 scaffold_2 2748480 2748548 + JGI_V11_40876 2748151 2750233 + 183.606524894475 scaffold_12365_-277_1069_+
4081 scaffold_2 2756550 2756558 + JGI_V11_303204 2756262 2759361 + 194.846705121875 scaffold_12370_-265_1492_+
4082 scaffold_2 2762350 2762368 + JGI_V11_40241 2762039 2763960 + 98.7753618054552 scaffold_12375_-226_1040_+
4084 scaffold_2 2777492 2777584 + JGI_V11_220557 2777109 2780568 + 304.180739041749 scaffold_12387_-265_1509_+
4086 scaffold_2 2811532 2811634 + JGI_V11_40462 2811250 2813822 + 307.878458494516 scaffold_12395_-186_994_-
4087 scaffold_2 2822218 2822233 + JGI_V11_220567 2821792 2825695 + 349.000111750902 scaffold_12399_-184_1487_-
4088 scaffold_2 2825802 2825841 + JGI_V11_205943 2825367 2827583 + 30.2087529601994 scaffold_124_29665_31310_+
4089 scaffold_2 2839612 2839620 + JGI_V11_303036 2839215 2841824 + 4900.81736663697 scaffold_124_33762_35524_-
4090 scaffold_2 2840218 2840222 + JGI_V11_303036 2839215 2841824 + 64.8111171213349 scaffold_124_35599_36767_-
4091 scaffold_2 2840445 2840466 + JGI_V11_303036 2839215 2841824 + 5.14304357818685 scaffold_124_38772_39876_-
4092 scaffold_2 2840641 2840649 + JGI_V11_303036 2839215 2841824 + 15.0925285385547 scaffold_124_43597_45716_+
4093 scaffold_2 2840853 2840870 + JGI_V11_303036 2839215 2841824 + 69.4733871139748 scaffold_124_45522_46996_-
4094 scaffold_2 2860151 2860161 + JGI_V11_233329 2859492 2866425 + 75.231325900772 scaffold_124_47519_48779_+
4095 scaffold_2 2913997 2914023 + JGI_V11_233341 2913778 2915175 + 614.903467101009 scaffold_124_65160_66251_+
4096 scaffold_2 2914518 2914523 + JGI_V11_233341 2913778 2915175 + 18.4731632666093 scaffold_124_66470_68412_-
4097 scaffold_2 2916519 2916540 + JGI_V11_310496 2916353 2942466 + 735.406907407183 scaffold_124_67870_69120_-
4098 scaffold_2 2943787 2943793 + JGI_V11_233346 2943048 2946788 + 291.981679625093 scaffold_124_68830_70772_+
4102 scaffold_2 3042288 3042309 + JGI_V11_310514 3041823 3048263 + 41.7650093994673 scaffold_124_119110_121459_+
4103 scaffold_2 3048740 3048840 + JGI_V11_220591 3048355 3053134 + 463.848876374201 scaffold_124_121162_125042_-
4104 scaffold_2 3050764 3050768 + JGI_V11_220591 3048355 3053134 + 11.0149023815397 scaffold_124_124961_126139_-
4105 scaffold_2 3051153 3051222 + JGI_V11_220591 3048355 3053134 + 95.0055423378767 scaffold_124_150252_151712_+
4106 scaffold_2 3064692 3064717 + JGI_V11_303223 3064518 3068503 + 29.5767433620926 scaffold_124_158814_161153_+
4107 scaffold_2 3105116 3105146 + JGI_V11_95095 3104662 3107135 + 22.8169767727251 scaffold_124_191489_193746_+
4108 scaffold_2 3222960 3223009 + JGI_V11_190827 3222514 3224451 + 31.9797794005784 scaffold_124_202042_204018_-
4109 scaffold_2 3233119 3233136 + JGI_V11_303225 3232453 3239376 + 332.801591781028 scaffold_124_234225_239789_+
4110 scaffold_2 3237133 3237135 + JGI_V11_303225 3232453 3239376 + 29.1762421096332 scaffold_124_239592_240905_+
4111 scaffold_2 3259841 3259934 + JGI_V11_299539 3259488 3262759 + 1560.6796746943 scaffold_124_280962_282358_+
4112 scaffold_2 3260213 3260224 + JGI_V11_299539 3259488 3262759 + 605.520805652404 scaffold_124_281950_283670_-
4113 scaffold_2 3266427 3266491 + JGI_V11_303048 3266044 3268719 + 175.045126483046 scaffold_124_287714_289486_+
4114 scaffold_2 3289588 3289618 + JGI_V11_303052 3289204 3291532 + 545.964236038904 scaffold_124_300559_302067_+
4115 scaffold_2 3289719 3289720 + JGI_V11_303052 3289204 3291532 + 5.89362196058453 scaffold_124_302521_303755_+
4116 scaffold_2 3297702 3297705 + JGI_V11_303231 3297234 3299598 + 216.302670677603 scaffold_124_309702_312631_-
4117 scaffold_2 3299389 3299393 + JGI_V11_303231 3297234 3299598 + 7.58985189950099 scaffold_124_313172_314490_-
4117.1 scaffold_2 3299389 3299393 + JGI_V11_303232 3298994 3300571 + 7.58985189950099 scaffold_124_313172_314490_-
4118 scaffold_2 3300384 3300386 + JGI_V11_303232 3298994 3300571 + 28.5996179545149 scaffold_124_328342_329490_-
4119 scaffold_2 3302593 3302608 + JGI_V11_303054 3302190 3303791 + 493.82066030765 scaffold_124_335206_336358_+
4121 scaffold_2 3341979 3342011 + JGI_V11_303233 3341695 3345246 + 166.316382963709 scaffold_124_343903_345654_-
4124 scaffold_2 3361621 3361666 + JGI_V11_310564 3361536 3365114 + 178.862866086978 scaffold_1240_954_2414_+
4125 scaffold_2 3366662 3366759 + JGI_V11_40846 3366467 3369977 + 766.709534846887 scaffold_1240_1970_4043_+
4126 scaffold_2 3374106 3374120 + JGI_V11_303060 3373709 3376103 + 4149.65693408341 scaffold_1240_7693_10492_-
4127 scaffold_2 3374385 3374394 + JGI_V11_303060 3373709 3376103 + 13.3298301217807 scaffold_12400_-392_1435_-
4128 scaffold_2 3388375 3388379 + JGI_V11_40294 3388048 3390569 + 63.9396346383332 scaffold_1241_1306_5052_-
4129 scaffold_2 3392302 3392314 + JGI_V11_220634 3391903 3393660 + 21.3252605164127 scaffold_12415_242_1398_-
4130 scaffold_2 3413735 3413808 + JGI_V11_303245 3413369 3420269 + 389.46926720671 scaffold_1242_1312_2639_+
4132 scaffold_2 3460336 3460360 + JGI_V11_310585 3459471 3461474 + 37.3870648836616 scaffold_1246_8923_10389_-
4133 scaffold_2 3462956 3463006 + JGI_V11_190896 3462552 3466338 + 103.913486830306 scaffold_12464_-48_917_-
4134 scaffold_2 3463702 3463705 + JGI_V11_190896 3462552 3466338 + 6.05818278749106 scaffold_1247_-120_1231_+
4135 scaffold_2 3471666 3471674 + JGI_V11_27812 3471454 3473643 + 6.1232435954125 scaffold_1247_4020_6385_+
4136 scaffold_2 3505222 3505244 + JGI_V11_310603 3504981 3507594 + 144.686781478608 scaffold_12470_-2_1497_-
4137 scaffold_2 3519880 3519891 + JGI_V11_233473 3518246 3522710 + 509.444334402275 scaffold_1248_6202_8907_+
4138 scaffold_2 3521211 3521253 + JGI_V11_233473 3518246 3522710 + 568.602514729135 scaffold_12488_-400_1457_+
4139 scaffold_2 3521774 3521785 + JGI_V11_233473 3518246 3522710 + 14.8326953230589 scaffold_12489_-365_1474_+
4140 scaffold_2 3521948 3521958 + JGI_V11_233473 3518246 3522710 + 49.5466901614693 scaffold_1249_1037_3895_+
4141 scaffold_2 3536859 3536870 + JGI_V11_190910 3536426 3537999 + 65.1167062840572 scaffold_12490_-2_1149_-
4142 scaffold_2 3546116 3546164 + JGI_V11_310616 3543785 3546247 + 399.820024025399 scaffold_12494_-341_1124_-
4142.1 scaffold_2 3546116 3546164 + JGI_V11_303073 3545732 3547619 + 399.820024025399 scaffold_12494_-341_1124_-
4143 scaffold_2 3554381 3554473 + JGI_V11_303258 3554006 3557711 + 661.72821307424 scaffold_125_5510_7226_-
4144 scaffold_2 3569624 3569698 + JGI_V11_233492 3569362 3570351 + 1466.91720649569 scaffold_125_10316_11449_-
4145 scaffold_2 3569828 3569860 + JGI_V11_233492 3569362 3570351 + 11.1750336331062 scaffold_125_29001_31113_+
4148 scaffold_2 3581583 3581599 + JGI_V11_303081 3581148 3583637 + 15.8293482169825 scaffold_125_58366_60873_+
4149 scaffold_2 3589362 3589365 + JGI_V11_95214 3589136 3592094 + 52.1006572177378 scaffold_125_60501_62734_-
4150 scaffold_2 3682006 3682025 + JGI_V11_303263 3681607 3685218 + 89.8101874854978 scaffold_125_84320_85363_+
4151 scaffold_2 3702643 3702704 + JGI_V11_303086 3702239 3704700 + 68.270949876812 scaffold_125_84641_86029_+
4152 scaffold_2 3705652 3705657 + JGI_V11_95233 3705580 3707271 + 6.76826384071645 scaffold_125_85684_87424_+
4154 scaffold_2 23641 23668 - JGI_V11_310073 14975 24068 - 214.838491121519 scaffold_125_94060_97246_+
4155 scaffold_2 26450 26452 - JGI_V11_303088 23975 26871 - 61.9012742306864 scaffold_125_102096_103385_-
4156 scaffold_2 34218 34324 - JGI_V11_303089 31709 34699 - 262.861107945111 scaffold_125_103661_105307_-
4157 scaffold_2 35881 35903 - JGI_V11_190410 34608 36223 - 175.068788497356 scaffold_125_118511_121780_-
4159 scaffold_2 83267 83271 - JGI_V11_303093 81893 83839 - 20.0862516882674 scaffold_125_123987_125509_-
4160 scaffold_2 83491 83496 - JGI_V11_303093 81893 83839 - 1708.23899724883 scaffold_125_127208_129346_-
4161 scaffold_2 85532 85534 - JGI_V11_220312 84406 85933 - 297.193434424348 scaffold_125_128856_130868_-
4162 scaffold_2 86962 86963 - JGI_V11_310087 85827 87366 - 80.0149596060019 scaffold_125_133888_135354_+
4163 scaffold_2 88381 88383 - JGI_V11_303094 87303 88757 - 80.7641059204143 scaffold_125_134611_135774_+
4164 scaffold_2 90697 90702 - JGI_V11_94570 88845 91032 - 214.384061352451 scaffold_125_137923_141618_-
4165 scaffold_2 92808 92814 - JGI_V11_232803 91322 93170 - 83.5182639498872 scaffold_125_142283_143362_-
4166 scaffold_2 95593 95598 - JGI_V11_303095 93732 95939 - 952.422642592391 scaffold_125_142691_161055_-
4167 scaffold_2 158370 158377 - JGI_V11_310104 157713 160259 - 11.3835585739584 scaffold_125_163016_165064_-
4168 scaffold_2 159927 159972 - JGI_V11_310104 157713 160259 - 1138.73102413508 scaffold_125_169527_175200_+
4169 scaffold_2 172052 172065 - JGI_V11_310106 170872 172889 - 240.273805418557 scaffold_125_180064_181509_-
4170 scaffold_2 172205 172228 - JGI_V11_310106 170872 172889 - 31.1395657892178 scaffold_125_181015_182092_-
4171 scaffold_2 172567 172576 - JGI_V11_310106 170872 172889 - 1547.83125765057 scaffold_125_205066_208580_+
4172 scaffold_2 183545 183550 - JGI_V11_232828 181859 183848 - 780.616173203115 scaffold_125_207776_208819_+
4173 scaffold_2 189248 189249 - JGI_V11_310110 187897 189616 - 40.0075502256683 scaffold_125_208156_218099_-
4174 scaffold_2 193637 193653 - JGI_V11_310112 191219 193992 - 126.60596939995 scaffold_125_219787_220968_-
4176 scaffold_2 273917 273976 - JGI_V11_310126 271864 274372 - 225.165195763699 scaffold_125_229718_231269_-
4177 scaffold_2 286786 286851 - JGI_V11_94612 275774 289062 - 103.349752676895 scaffold_125_232701_234242_-
4179 scaffold_2 304762 304766 - JGI_V11_220340 302325 304948 - 5.94884980641451 scaffold_125_248811_250238_+
4180 scaffold_2 339730 339736 - JGI_V11_310129 337709 339952 - 352.141171128734 scaffold_125_251936_253393_-
4181 scaffold_2 349988 350002 - JGI_V11_303105 349290 350948 - 33.4282603397465 scaffold_125_256981_258216_-
4182 scaffold_2 350193 350288 - JGI_V11_303105 349290 350948 - 52.3112946055201 scaffold_125_265381_270062_+
4183 scaffold_2 350392 350395 - JGI_V11_303105 349290 350948 - 27.7022314771169 scaffold_125_272018_274701_+
4184 scaffold_2 350609 350614 - JGI_V11_303105 349290 350948 - 1053.72352868163 scaffold_125_282781_285465_+
4185 scaffold_2 356614 356643 - JGI_V11_303106 354137 362061 - 13.4046631370404 scaffold_125_288563_290515_+
4186 scaffold_2 357804 357812 - JGI_V11_303106 354137 362061 - 415.073316716304 scaffold_125_297811_299393_+
4188 scaffold_2 379533 379564 - JGI_V11_310134 374610 379534 - 265.708925712881 scaffold_125_301440_302468_+
4189 scaffold_2 383958 383991 - JGI_V11_232871 383510 385075 - 276.64853134212 scaffold_125_305652_308825_-
4190 scaffold_2 384655 384659 - JGI_V11_232871 383510 385075 - 78.1933761640515 scaffold_125_319340_320760_+
4191 scaffold_2 384864 384887 - JGI_V11_232871 383510 385075 - 16.1941145914204 scaffold_125_320146_321348_+
4193 scaffold_2 394102 394148 - JGI_V11_190457 392681 394518 - 248.745425135043 scaffold_125_324648_325799_-
4194 scaffold_2 395723 395727 - JGI_V11_302974 394162 396126 - 72.7130998950918 scaffold_125_328116_329324_+
4195 scaffold_2 429342 429364 - JGI_V11_303110 426301 429758 - 38.4818571926877 scaffold_125_335758_336756_+
4196 scaffold_2 429498 429505 - JGI_V11_303110 426301 429758 - 90.162007179239 scaffold_125_342016_343996_+
4197 scaffold_2 431958 432063 - JGI_V11_299558 429570 432139 - 172.202741264792 scaffold_125_343408_344929_+
4198 scaffold_2 434279 434325 - JGI_V11_205620 432611 434717 - 102.896067394182 scaffold_125_345365_346874_+
4199 scaffold_2 436872 436919 - JGI_V11_40730 435614 436950 - 218.036261902151 scaffold_125_355578_357028_-
4200 scaffold_2 458102 458116 - JGI_V11_310153 451865 458410 - 22.8675675618868 scaffold_125_357087_358506_+
4200.1 scaffold_2 458102 458116 - JGI_V11_299567 457986 462101 - 22.8675675618868 scaffold_125_357087_358506_+
4204 scaffold_2 560347 560358 - JGI_V11_94666 556993 560661 - 11.312379642454 scaffold_12503_-77_1068_-
4207 scaffold_2 579405 579441 - JGI_V11_230142 578089 579807 - 58.1884637362717 scaffold_1251_-283_905_+
4208 scaffold_2 602052 602101 - JGI_V11_187016 600327 602470 - 147.174733316298 scaffold_1252_384_1624_+
4208.1 scaffold_2 602052 602101 - JGI_V11_303118 601862 608111 - 147.174733316298 scaffold_1252_384_1624_+
4209 scaffold_2 607722 607732 - JGI_V11_303118 601862 608111 - 5.11579879832579 scaffold_12520_-382_1387_-
4210 scaffold_2 613043 613154 - JGI_V11_310174 612302 613879 - 980.270860873056 scaffold_12525_-162_1067_+
4211 scaffold_2 613449 613505 - JGI_V11_310174 612302 613879 - 3034.12462416208 scaffold_12529_-331_1504_+
4212 scaffold_2 618622 618680 - JGI_V11_303119 615292 619072 - 226.669451813006 scaffold_12531_-388_1303_+
4213 scaffold_2 625441 625444 - JGI_V11_303120 623974 626101 - 215.048706663236 scaffold_12536_-316_922_+
4214 scaffold_2 677219 677221 - JGI_V11_303124 674729 678699 - 33.1733940607134 scaffold_12536_203_1424_+
4215 scaffold_2 677398 677400 - JGI_V11_303124 674729 678699 - 18.9841444682087 scaffold_1254_495_5544_-
4216 scaffold_2 678288 678299 - JGI_V11_303124 674729 678699 - 1712.09804599292 scaffold_12547_-400_674_-
4217 scaffold_2 680691 680774 - JGI_V11_190512 678618 681137 - 469.730130128012 scaffold_1256_2318_4324_+
4218 scaffold_2 716635 716683 - JGI_V11_303127 711130 716990 - 285.255548601994 scaffold_12565_-226_1417_-
4219 scaffold_2 725596 725622 - JGI_V11_232959 721871 725949 - 37.6388283236738 scaffold_12566_-335_1455_-
4221 scaffold_2 781453 781566 - JGI_V11_190531 779317 781949 - 284.06082869075 scaffold_1257_2655_4276_-
4223 scaffold_2 799170 799219 - JGI_V11_230146 799169 801016 - 228.97054323235 scaffold_12572_-7_1458_-
4224 scaffold_2 800035 800077 - JGI_V11_230146 799169 801016 - 330.057107823932 scaffold_1259_6218_7723_+
4225 scaffold_2 800208 800276 - JGI_V11_230146 799169 801016 - 436.301966623698 scaffold_12592_-22_1189_-
4226 scaffold_2 800546 800642 - JGI_V11_230146 799169 801016 - 4174.40344898849 scaffold_126_37140_38550_-
4227 scaffold_2 809353 809360 - JGI_V11_310213 805891 809757 - 230.72044683584 scaffold_126_37847_40977_-
4228 scaffold_2 820488 820493 - JGI_V11_232977 814990 820501 - 300.865412148411 scaffold_126_40943_44801_-
4229 scaffold_2 824675 824704 - JGI_V11_94727 822286 824981 - 127.662265308818 scaffold_126_69676_73192_-
4230 scaffold_2 863566 863597 - JGI_V11_220405 861643 863990 - 780.446711280632 scaffold_126_74153_76750_+
4230.1 scaffold_2 863566 863597 - JGI_V11_232990 863534 865795 - 780.446711280632 scaffold_126_74153_76750_+
4231 scaffold_2 865420 865435 - JGI_V11_232990 863534 865795 - 126.063526598115 scaffold_126_78009_79698_+
4232 scaffold_2 880768 880778 - JGI_V11_232995 878667 881116 - 267.800750505543 scaffold_126_79393_81180_+
4232.1 scaffold_2 880768 880778 - JGI_V11_299562 878667 881116 - 267.800750505543 scaffold_126_79393_81180_+
4233 scaffold_2 900510 900626 - JGI_V11_233001 899410 902272 - 745.097939699629 scaffold_126_82551_84328_+
4235 scaffold_2 930838 930846 - JGI_V11_94746 928435 931048 - 112.626112248629 scaffold_126_87749_91068_+
4236 scaffold_2 945414 945422 - JGI_V11_310240 943987 945811 - 25.1847279275397 scaffold_126_100263_104415_-
4236.1 scaffold_2 945414 945422 - JGI_V11_310241 945351 947276 - 25.1847279275397 scaffold_126_100263_104415_-
4237 scaffold_2 1044368 1044384 - JGI_V11_303139 1042805 1045247 - 21.0052341126431 scaffold_126_109126_112015_+
